Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006
"Census Tract 333","Census Tract 333, Kings County, New York","36047033300","140","00","36","047","22",,"033300",4085,4085,56779.09,0.0719455070834305
"Census Tract 335","Census Tract 335, Kings County, New York","36047033500","140","00","36","047","22",,"033500",3139,3139,44996.03,0.0697617131816827
"Census Tract 336","Census Tract 336, Kings County, New York","36047033600","140","00","36","047","22",,"033600",4759,4759,18187.46,0.261663760604296
"Census Tract 337","Census Tract 337, Kings County, New York","36047033700","140","00","36","047","22",,"033700",4105,4105,53807.89,0.0762899287564267
"Census Tract 339","Census Tract 339, Kings County, New York","36047033900","140","00","36","047","22",,"033900",4376,4376,62708.04,0.0697837210056572
"Census Tract 340","Census Tract 340, Kings County, New York","36047034000","140","00","36","047","22",,"034000",2248,2248,44892.54,0.0500751354832532
"Census Tract 341","Census Tract 341, Kings County, New York","36047034100","140","00","36","047","22",,"034100",2607,2607,48308.3,0.0539658871006352
"Census Tract 342","Census Tract 342, Kings County, New York","36047034200","140","00","36","047","22",,"034200",6502,6502,73230.89,0.088787670058703
"Census Tract 343","Census Tract 343, Kings County, New York","36047034300","140","00","36","047","22",,"034300",5281,5281,84352.83,0.0626060815725787
"Census Tract 345","Census Tract 345, Kings County, New York","36047034500","140","00","36","047","22",,"034500",2647,2647,41905.5,0.0631659297263153
"Census Tract 347","Census Tract 347, Kings County, New York","36047034700","140","00","36","047","22",,"034700",3228,3228,59812.57,0.0539685898158601
"Census Tract 348","Census Tract 348, Kings County, New York","36047034800","140","00","36","047","22",,"034800",2537,2537,11417.11,0.222210295955039
"Census Tract 349","Census Tract 349, Kings County, New York","36047034900","140","00","36","047","22",,"034900",5403,5403,85741.02,0.0630153498780689
"Census Tract 350","Census Tract 350, Kings County, New York","36047035000","140","00","36","047","22",,"035000",3296,3296,43483.31,0.0757991928920134
"Census Tract 351","Census Tract 351, Kings County, New York","36047035100","140","00","36","047","22",,"035100",4597,4597,73038.64,0.0629392877495958
"Census Tract 352","Census Tract 352, Kings County, New York","36047035200","140","00","36","047","22",,"035200",1246,1246,3460.457,0.360068077535494
"Census Tract 353","Census Tract 353, Kings County, New York","36047035300","140","00","36","047","22",,"035300",5161,5161,81955.91,0.06297287863882
"Census Tract 354","Census Tract 354, Kings County, New York","36047035400","140","00","36","047","22",,"035400",6271,6271,42847.84,0.146355118247652
"Census Tract 355","Census Tract 355, Kings County, New York","36047035500","140","00","36","047","22",,"035500",5253,5253,98297.84,0.0534396298361228
"Census Tract 356.01","Census Tract 356.01, Kings County, New York","36047035601","140","00","36","047","22",,"035601",2912,2912,117311.1,0.0248228949323317
"Census Tract 356.02","Census Tract 356.02, Kings County, New York","36047035602","140","00","36","047","22",,"035602",5271,5271,78112.66,0.0674794632253122
"Census Tract 357","Census Tract 357, Kings County, New York","36047035700","140","00","36","047","22",,"035700",2506,2506,35752.11,0.0700937610521748
"Census Tract 359","Census Tract 359, Kings County, New York","36047035900","140","00","36","047","22",,"035900",5685,5685,79969.59,0.071089518561476
"Census Tract 360.01","Census Tract 360.01, Kings County, New York","36047036001","140","00","36","047","22",,"036001",3217,3217,87709.79,0.0366777761132484
"Census Tract 360.02","Census Tract 360.02, Kings County, New York","36047036002","140","00","36","047","22",,"036002",3930,3930,118311,0.0332175284209811
"Census Tract 361","Census Tract 361, Kings County, New York","36047036100","140","00","36","047","22",,"036100",2608,2608,48760.11,0.0534863481992967
"Census Tract 362","Census Tract 362, Kings County, New York","36047036200","140","00","36","047","22",,"036200",4204,4204,63634.51,0.0660647848561461
"Census Tract 363","Census Tract 363, Kings County, New York","36047036300","140","00","36","047","22",,"036300",4108,4108,40964.04,0.100283090114703
"Census Tract 364","Census Tract 364, Kings County, New York","36047036400","140","00","36","047","22",,"036400",2405,2405,43479.84,0.055312997589178
"Census Tract 365.01","Census Tract 365.01, Kings County, New York","36047036501","140","00","36","047","22",,"036501",2624,2624,53786.84,0.048785168116609
"Census Tract 365.02","Census Tract 365.02, Kings County, New York","36047036502","140","00","36","047","22",,"036502",1255,1255,26976.13,0.0465226093711631
"Census Tract 366","Census Tract 366, Kings County, New York","36047036600","140","00","36","047","22",,"036600",4767,4767,53106.76,0.0897625780505547
"Census Tract 367","Census Tract 367, Kings County, New York","36047036700","140","00","36","047","22",,"036700",1305,1305,18272.78,0.0714177054102181
"Census Tract 369","Census Tract 369, Kings County, New York","36047036900","140","00","36","047","22",,"036900",4923,4923,56235.05,0.0875432627487077
"Census Tract 370","Census Tract 370, Kings County, New York","36047037000","140","00","36","047","22",,"037000",4085,4085,31309.02,0.130473577483757
"Census Tract 371","Census Tract 371, Kings County, New York","36047037100","140","00","36","047","22",,"037100",4120,4120,56355.53,0.0731072885279777
"Census Tract 373","Census Tract 373, Kings County, New York","36047037300","140","00","36","047","22",,"037300",3784,3784,57377.04,0.0659497264079988
"Census Tract 374.01","Census Tract 374.01, Kings County, New York","36047037401","140","00","36","047","22",,"037401",4301,4301,49394.03,0.0870753069126189
"Census Tract 374.02","Census Tract 374.02, Kings County, New York","36047037402","140","00","36","047","22",,"037402",4573,4573,39375.44,0.116138375930699
"Census Tract 375","Census Tract 375, Kings County, New York","36047037500","140","00","36","047","22",,"037500",2910,2910,47460.47,0.0613141836950596
"Census Tract 377","Census Tract 377, Kings County, New York","36047037700","140","00","36","047","22",,"037700",3660,3660,49836.53,0.0734401086028198
"Census Tract 379","Census Tract 379, Kings County, New York","36047037900","140","00","36","047","22",,"037900",3706,3706,52233.58,0.0709505217784793
"Census Tract 381","Census Tract 381, Kings County, New York","36047038100","140","00","36","047","22",,"038100",4763,4763,51502.83,0.0924803512603147
"Census Tract 382","Census Tract 382, Kings County, New York","36047038200","140","00","36","047","22",,"038200",5943,5943,66030.48,0.0900038919099239
"Census Tract 383","Census Tract 383, Kings County, New York","36047038300","140","00","36","047","22",,"038300",3931,3931,58332.2,0.0673898875207144
"Census Tract 385","Census Tract 385, Kings County, New York","36047038500","140","00","36","047","22",,"038500",3422,3422,50807.08,0.0673528217119153
"Census Tract 386","Census Tract 386, Kings County, New York","36047038600","140","00","36","047","22",,"038600",3477,3477,35825.52,0.0970537315230804
"Census Tract 387","Census Tract 387, Kings County, New York","36047038700","140","00","36","047","22",,"038700",4010,4010,55163.2,0.0726933869963876
"Census Tract 388","Census Tract 388, Kings County, New York","36047038800","140","00","36","047","22",,"038800",3841,3841,50260.16,0.0764223618024485
"Census Tract 389","Census Tract 389, Kings County, New York","36047038900","140","00","36","047","22",,"038900",2773,2773,44086.46,0.0628991331233967
"Census Tract 390","Census Tract 390, Kings County, New York","36047039000","140","00","36","047","22",,"039000",2282,2282,33998.81,0.0671200021003958
"Census Tract 391","Census Tract 391, Kings County, New York","36047039100","140","00","36","047","22",,"039100",2303,2303,35894.77,0.0641597567247416
"Census Tract 392","Census Tract 392, Kings County, New York","36047039200","140","00","36","047","22",,"039200",2756,2756,40880.89,0.0674153702642638
"Census Tract 393","Census Tract 393, Kings County, New York","36047039300","140","00","36","047","22",,"039300",3549,3549,48475.2,0.0732126944217502
"Census Tract 394","Census Tract 394, Kings County, New York","36047039400","140","00","36","047","22",,"039400",2441,2441,32912.49,0.0741663667939774
"Census Tract 395","Census Tract 395, Kings County, New York","36047039500","140","00","36","047","22",,"039500",3380,3380,54809.41,0.0616682393895261
"Census Tract 396","Census Tract 396, Kings County, New York","36047039600","140","00","36","047","22",,"039600",2126,2126,33718.8,0.0630508712781681
"Census Tract 397","Census Tract 397, Kings County, New York","36047039700","140","00","36","047","22",,"039700",3389,3389,55149.41,0.0614512499671813
"Census Tract 398","Census Tract 398, Kings County, New York","36047039800","140","00","36","047","22",,"039800",2644,2644,33750.1,0.0783405174078027
"Census Tract 399","Census Tract 399, Kings County, New York","36047039900","140","00","36","047","22",,"039900",3823,3823,65470.68,0.0583925485369044
"Census Tract 400","Census Tract 400, Kings County, New York","36047040000","140","00","36","047","22",,"040000",3069,3069,41399.34,0.0741316175982283
"Census Tract 401","Census Tract 401, Kings County, New York","36047040100","140","00","36","047","22",,"040100",3518,3518,57087.94,0.0616242237415772
"Census Tract 402","Census Tract 402, Kings County, New York","36047040200","140","00","36","047","22",,"040200",2740,2740,35930.35,0.0762586544802524
"Census Tract 403","Census Tract 403, Kings County, New York","36047040300","140","00","36","047","22",,"040300",3538,3538,43578.07,0.0811876348461846
"Census Tract 404","Census Tract 404, Kings County, New York","36047040400","140","00","36","047","22",,"040400",2551,2551,42997.91,0.0593284602090821
"Census Tract 405","Census Tract 405, Kings County, New York","36047040500","140","00","36","047","22",,"040500",1480,1480,27790.58,0.0532554590986522
"Census Tract 406","Census Tract 406, Kings County, New York","36047040600","140","00","36","047","22",,"040600",3184,3184,56080.09,0.0567759387302181
"Census Tract 407","Census Tract 407, Kings County, New York","36047040700","140","00","36","047","22",,"040700",14,14,71.85116,0.194847234813443
"Census Tract 408","Census Tract 408, Kings County, New York","36047040800","140","00","36","047","22",,"040800",3566,3566,60392.97,0.0590466056213388
"Census Tract 409","Census Tract 409, Kings County, New York","36047040900","140","00","36","047","22",,"040900",3752,3752,57824.82,0.0648856288137242
"Census Tract 410","Census Tract 410, Kings County, New York","36047041000","140","00","36","047","22",,"041000",1773,1773,32141.22,0.0551628038431066
"Census Tract 411","Census Tract 411, Kings County, New York","36047041100","140","00","36","047","22",,"041100",3302,3302,63370.78,0.0521060329237047
"Census Tract 412","Census Tract 412, Kings County, New York","36047041200","140","00","36","047","22",,"041200",2929,2929,45886.66,0.0638311837738244
"Census Tract 413","Census Tract 413, Kings County, New York","36047041300","140","00","36","047","22",,"041300",3822,3822,61041.61,0.0626130314117286
"Census Tract 414.01","Census Tract 414.01, Kings County, New York","36047041401","140","00","36","047","22",,"041401",1351,1351,25895.47,0.0521712841912781
"Census Tract 414.02","Census Tract 414.02, Kings County, New York","36047041402","140","00","36","047","22",,"041402",1612,1612,27109.38,0.0594628237659788
"Census Tract 415","Census Tract 415, Kings County, New York","36047041500","140","00","36","047","22",,"041500",4064,4064,64697.16,0.0628157350535987
"Census Tract 416","Census Tract 416, Kings County, New York","36047041600","140","00","36","047","22",,"041600",2324,2324,37027.14,0.0627647695664999
"Census Tract 417","Census Tract 417, Kings County, New York","36047041700","140","00","36","047","22",,"041700",3609,3609,66225.98,0.0544952331825476
"Census Tract 418","Census Tract 418, Kings County, New York","36047041800","140","00","36","047","22",,"041800",2359,2359,37181.76,0.0634450815988337
"Census Tract 419","Census Tract 419, Kings County, New York","36047041900","140","00","36","047","22",,"041900",3770,3770,63813.24,0.059078652101863
"Census Tract 420","Census Tract 420, Kings County, New York","36047042000","140","00","36","047","22",,"042000",1896,1896,29118.24,0.0651138151991438
"Census Tract 421","Census Tract 421, Kings County, New York","36047042100","140","00","36","047","22",,"042100",3920,3920,66194.76,0.0592191932935597
"Census Tract 422","Census Tract 422, Kings County, New York","36047042200","140","00","36","047","22",,"042200",3568,3568,40589.79,0.0879038821801491
"Census Tract 423","Census Tract 423, Kings County, New York","36047042300","140","00","36","047","22",,"042300",4217,4217,59935.79,0.0703586271442184
"Census Tract 424","Census Tract 424, Kings County, New York","36047042400","140","00","36","047","22",,"042400",3666,3666,58962.79,0.062174805443114
"Census Tract 425","Census Tract 425, Kings County, New York","36047042500","140","00","36","047","22",,"042500",3042,3042,46941.99,0.0648033890504512
"Census Tract 426","Census Tract 426, Kings County, New York","36047042600","140","00","36","047","22",,"042600",4135,4135,62995.43,0.0656396863614812
"Census Tract 427","Census Tract 427, Kings County, New York","36047042700","140","00","36","047","22",,"042700",5074,5074,88154.87,0.0575577956345744
"Census Tract 428","Census Tract 428, Kings County, New York","36047042800","140","00","36","047","22",,"042800",3857,3857,60651.37,0.0635929587318551
"Census Tract 429","Census Tract 429, Kings County, New York","36047042900","140","00","36","047","22",,"042900",5630,5630,86726.26,0.0649169030898985
"Census Tract 430","Census Tract 430, Kings County, New York","36047043000","140","00","36","047","22",,"043000",3333,3333,53942.91,0.0617875449615983
"Census Tract 431","Census Tract 431, Kings County, New York","36047043100","140","00","36","047","22",,"043100",5113,5113,78727.58,0.0649454746508478
"Census Tract 432","Census Tract 432, Kings County, New York","36047043200","140","00","36","047","22",,"043200",4250,4250,73965.34,0.0574593395799517
"Census Tract 433","Census Tract 433, Kings County, New York","36047043300","140","00","36","047","22",,"043300",4064,4064,62561.81,0.0649597604313225
"Census Tract 434","Census Tract 434, Kings County, New York","36047043400","140","00","36","047","22",,"043400",3433,3433,63665.73,0.0539222575548613
"Census Tract 435","Census Tract 435, Kings County, New York","36047043500","140","00","36","047","22",,"043500",4463,4463,68739.62,0.0649261695420983
"Census Tract 436","Census Tract 436, Kings County, New York","36047043600","140","00","36","047","22",,"043600",4160,4160,78346.95,0.053097157206906
"Census Tract 437","Census Tract 437, Kings County, New York","36047043700","140","00","36","047","22",,"043700",5240,5240,81204.45,0.0645284843018578
"Census Tract 438","Census Tract 438, Kings County, New York","36047043800","140","00","36","047","22",,"043800",2481,2481,41172.56,0.0602585803486348
"Census Tract 439","Census Tract 439, Kings County, New York","36047043900","140","00","36","047","22",,"043900",3829,3829,49695.15,0.0770497778368085
"Census Tract 440","Census Tract 440, Kings County, New York","36047044000","140","00","36","047","22",,"044000",2880,2880,37009.38,0.0778181211650402
"Census Tract 441","Census Tract 441, Kings County, New York","36047044100","140","00","36","047","22",,"044100",5643,5643,103061.8,0.0547535355376164
"Census Tract 442","Census Tract 442, Kings County, New York","36047044200","140","00","36","047","22",,"044200",2658,2658,37653.29,0.0705914467557379
"Census Tract 443","Census Tract 443, Kings County, New York","36047044300","140","00","36","047","22",,"044300",5557,5557,86456.88,0.0642748151728888
"Census Tract 444","Census Tract 444, Kings County, New York","36047044400","140","00","36","047","22",,"044400",3336,3336,49502.13,0.0673910458272394
"Census Tract 445","Census Tract 445, Kings County, New York","36047044500","140","00","36","047","22",,"044500",4446,4446,69309.95,0.0641466292507919
"Census Tract 446","Census Tract 446, Kings County, New York","36047044600","140","00","36","047","22",,"044600",1909,1909,34967.16,0.0545940753393452
"Census Tract 447","Census Tract 447, Kings County, New York","36047044700","140","00","36","047","22",,"044700",2310,2310,37599.75,0.0614365780845317
"Census Tract 448","Census Tract 448, Kings County, New York","36047044800","140","00","36","047","22",,"044800",1915,1915,22661.06,0.0845061830402303
"Census Tract 449","Census Tract 449, Kings County, New York","36047044900","140","00","36","047","22",,"044900",2932,2932,3583.992,0.818082168720473
"Census Tract 450","Census Tract 450, Kings County, New York","36047045000","140","00","36","047","22",,"045000",673,673,7699.275,0.0874108297026859
"Census Tract 452","Census Tract 452, Kings County, New York","36047045200","140","00","36","047","22",,"045200",2701,2701,37546.54,0.0719373989377557
"Census Tract 453","Census Tract 453, Kings County, New York","36047045300","140","00","36","047","22",,"045300",2017,2017,16337.27,0.123460031475049
"Census Tract 454","Census Tract 454, Kings County, New York","36047045400","140","00","36","047","22",,"045400",1852,1852,36251.53,0.051087495386079
"Census Tract 456","Census Tract 456, Kings County, New York","36047045600","140","00","36","047","22",,"045600",2357,2357,39729.54,0.0593261435960321
"Census Tract 458","Census Tract 458, Kings County, New York","36047045800","140","00","36","047","22",,"045800",1490,1490,21512.97,0.0692605525585447
"Census Tract 460","Census Tract 460, Kings County, New York","36047046000","140","00","36","047","22",,"046000",3729,3729,49258.75,0.0757022812460907
"Census Tract 462.01","Census Tract 462.01, Kings County, New York","36047046201","140","00","36","047","22",,"046201",2632,2632,53126.72,0.0495419283795909
"Census Tract 462.02","Census Tract 462.02, Kings County, New York","36047046202","140","00","36","047","22",,"046202",1803,1803,26366.08,0.0683833284169656
"Census Tract 464","Census Tract 464, Kings County, New York","36047046400","140","00","36","047","22",,"046400",2838,2838,43471.54,0.0652840862583147
"Census Tract 468","Census Tract 468, Kings County, New York","36047046800","140","00","36","047","22",,"046800",2054,2054,18563.89,0.110644914184931
"Census Tract 470","Census Tract 470, Kings County, New York","36047047000","140","00","36","047","22",,"047000",2886,2886,41112.05,0.0701983947415973
"Census Tract 472","Census Tract 472, Kings County, New York","36047047200","140","00","36","047","22",,"047200",3141,3141,47077.34,0.0667200002471054
"Census Tract 474","Census Tract 474, Kings County, New York","36047047400","140","00","36","047","22",,"047400",2969,2969,43723.13,0.0679045617199771
"Census Tract 476","Census Tract 476, Kings County, New York","36047047600","140","00","36","047","22",,"047600",3646,3646,45579.85,0.0799914903080632
"Census Tract 477","Census Tract 477, Kings County, New York","36047047700","140","00","36","047","22",,"047700",3318,3318,39187.84,0.0846691181580764
"Census Tract 478","Census Tract 478, Kings County, New York","36047047800","140","00","36","047","22",,"047800",4848,4848,56759.16,0.0854135231514586
"Census Tract 480","Census Tract 480, Kings County, New York","36047048000","140","00","36","047","22",,"048000",3769,3769,63351.64,0.0594933258378031
"Census Tract 481","Census Tract 481, Kings County, New York","36047048100","140","00","36","047","22",,"048100",2778,2778,47554.13,0.0584176451782788
"Census Tract 482","Census Tract 482, Kings County, New York","36047048200","140","00","36","047","22",,"048200",5331,5331,70535.36,0.0755791146522687
"Census Tract 484","Census Tract 484, Kings County, New York","36047048400","140","00","36","047","22",,"048400",5481,5481,67858.48,0.0807710305993696
"Census Tract 485","Census Tract 485, Kings County, New York","36047048500","140","00","36","047","22",,"048500",2510,2510,11190.03,0.224306830765239
"Census Tract 486","Census Tract 486, Kings County, New York","36047048600","140","00","36","047","22",,"048600",3568,3568,52674.32,0.0677369933760311
"Census Tract 488","Census Tract 488, Kings County, New York","36047048800","140","00","36","047","22",,"048800",4395,4395,79418.11,0.0553400247414274
"Census Tract 489","Census Tract 489, Kings County, New York","36047048900","140","00","36","047","22",,"048900",4039,4039,114187.7,0.0353715924552546
"Census Tract 490","Census Tract 490, Kings County, New York","36047049000","140","00","36","047","22",,"049000",5899,5899,79262.17,0.0744238969446963
"Census Tract 491","Census Tract 491, Kings County, New York","36047049100","140","00","36","047","22",,"049100",6418,6418,77980.43,0.082302697927558
"Census Tract 492","Census Tract 492, Kings County, New York","36047049200","140","00","36","047","22",,"049200",3495,3495,54750.82,0.0638346586933994
"Census Tract 493","Census Tract 493, Kings County, New York","36047049300","140","00","36","047","22",,"049300",7625,7625,86613.88,0.088034384715296
"Census Tract 494","Census Tract 494, Kings County, New York","36047049400","140","00","36","047","22",,"049400",5308,5308,75092.21,0.0706864278907856
"Census Tract 495","Census Tract 495, Kings County, New York","36047049500","140","00","36","047","22",,"049500",2603,2603,52219.85,0.0498469490978337
"Census Tract 496","Census Tract 496, Kings County, New York","36047049600","140","00","36","047","22",,"049600",4513,4513,57587.33,0.078367930662227
"Census Tract 497","Census Tract 497, Kings County, New York","36047049700","140","00","36","047","22",,"049700",2645,2645,41460.25,0.0637960484759003
"Census Tract 498","Census Tract 498, Kings County, New York","36047049800","140","00","36","047","22",,"049800",4232,4232,53638.32,0.0788988211528393
"Census Tract 499","Census Tract 499, Kings County, New York","36047049900","140","00","36","047","22",,"049900",1753,1753,32192.13,0.0544543063519985
"Census Tract 500","Census Tract 500, Kings County, New York","36047050000","140","00","36","047","22",,"050000",3474,3474,45325.77,0.0766451427574182
"Census Tract 501","Census Tract 501, Kings County, New York","36047050100","140","00","36","047","22",,"050100",2786,2786,41397.25,0.0672991535095916
"Census Tract 502.02","Census Tract 502.02, Kings County, New York","36047050202","140","00","36","047","22",,"050202",2201,2201,41113.29,0.0535349970733455
"Census Tract 503","Census Tract 503, Kings County, New York","36047050300","140","00","36","047","22",,"050300",2582,2582,53367.3,0.0483816913437437
"Census Tract 504","Census Tract 504, Kings County, New York","36047050400","140","00","36","047","22",,"050400",4527,4527,50431.09,0.0897660529701296
"Census Tract 505","Census Tract 505, Kings County, New York","36047050500","140","00","36","047","22",,"050500",4163,4163,63644.37,0.0654103416695367
"Census Tract 506","Census Tract 506, Kings County, New York","36047050600","140","00","36","047","22",,"050600",6016,6016,94613.16,0.0635852366883553
"Census Tract 507","Census Tract 507, Kings County, New York","36047050700","140","00","36","047","22",,"050700",2288,2288,33933.02,0.0674269533295135
"Census Tract 508.01","Census Tract 508.01, Kings County, New York","36047050801","140","00","36","047","22",,"050801",4080,4080,135060.7,0.030208634171278
"Census Tract 508.03","Census Tract 508.03, Kings County, New York","36047050803","140","00","36","047","22",,"050803",2464,2464,113784.7,0.0216549265865324
"Census Tract 508.04","Census Tract 508.04, Kings County, New York","36047050804","140","00","36","047","22",,"050804",6250,6250,157002.5,0.0398082925480736
"Census Tract 509","Census Tract 509, Kings County, New York","36047050900","140","00","36","047","22",,"050900",3694,3694,67475.95,0.0547454273919416
"Census Tract 510.01","Census Tract 510.01, Kings County, New York","36047051001","140","00","36","047","22",,"051001",3926,3926,132155.3,0.02970747354814
"Census Tract 510.02","Census Tract 510.02, Kings County, New York","36047051002","140","00","36","047","22",,"051002",4725,4725,114298.3,0.041339187671912
"Census Tract 511","Census Tract 511, Kings County, New York","36047051100","140","00","36","047","22",,"051100",3933,3933,64063.94,0.0613917902322327
"Census Tract 512","Census Tract 512, Kings County, New York","36047051200","140","00","36","047","22",,"051200",6398,6398,118462.3,0.0540087444420592
"Census Tract 513","Census Tract 513, Kings County, New York","36047051300","140","00","36","047","22",,"051300",4332,4332,43265.18,0.100126718733832
"Census Tract 514","Census Tract 514, Kings County, New York","36047051400","140","00","36","047","22",,"051400",7366,7366,105354.8,0.069916154051679
"Census Tract 515","Census Tract 515, Kings County, New York","36047051500","140","00","36","047","22",,"051500",1372,1372,19039.03,0.0720624960424527
"Census Tract 516.01","Census Tract 516.01, Kings County, New York","36047051601","140","00","36","047","22",,"051601",5732,5732,127933.7,0.0448044546924542
"Census Tract 516.02","Census Tract 516.02, Kings County, New York","36047051602","140","00","36","047","22",,"051602",4028,4028,114624.9,0.0351407033546101
"Census Tract 517","Census Tract 517, Kings County, New York","36047051700","140","00","36","047","22",,"051700",1735,1735,23983.04,0.072342806221496
"Census Tract 518","Census Tract 518, Kings County, New York","36047051800","140","00","36","047","22",,"051800",3415,3415,43931.46,0.0777347230952421
"Census Tract 519","Census Tract 519, Kings County, New York","36047051900","140","00","36","047","22",,"051900",3564,3564,33734.05,0.105649910347075
"Census Tract 520","Census Tract 520, Kings County, New York","36047052000","140","00","36","047","22",,"052000",4228,4228,57461.06,0.0735802636923414
"Census Tract 523","Census Tract 523, Kings County, New York","36047052300","140","00","36","047","22",,"052300",5469,5469,99684.33,0.0548631885553138
"Census Tract 525","Census Tract 525, Kings County, New York","36047052500","140","00","36","047","22",,"052500",3499,3499,72271.15,0.0484148961307929
"Census Tract 526","Census Tract 526, Kings County, New York","36047052600","140","00","36","047","22",,"052600",4357,4357,66642.52,0.0653786812911874
"Census Tract 527","Census Tract 527, Kings County, New York","36047052700","140","00","36","047","22",,"052700",6629,6629,90075.08,0.0735941633706411
"Census Tract 528","Census Tract 528, Kings County, New York","36047052800","140","00","36","047","22",,"052800",1818,1818,26814.95,0.0677979975196796
"Census Tract 529","Census Tract 529, Kings County, New York","36047052900","140","00","36","047","22",,"052900",3979,3979,58925.29,0.0675261815884861
"Census Tract 530","Census Tract 530, Kings County, New York","36047053000","140","00","36","047","22",,"053000",3465,3465,51800.96,0.0668906574084513
"Census Tract 531","Census Tract 531, Kings County, New York","36047053100","140","00","36","047","22",,"053100",7027,7027,112646.5,0.0623809840045591
"Census Tract 532","Census Tract 532, Kings County, New York","36047053200","140","00","36","047","22",,"053200",2579,2579,38320.99,0.0672999257139415
"Census Tract 533","Census Tract 533, Kings County, New York","36047053300","140","00","36","047","22",,"053300",6566,6566,87750.9,0.0748254432066867
"Census Tract 534","Census Tract 534, Kings County, New York","36047053400","140","00","36","047","22",,"053400",4383,4383,65474.2,0.0669423950999001
"Census Tract 535","Census Tract 535, Kings County, New York","36047053500","140","00","36","047","22",,"053500",4348,4348,86824.84,0.0500778381984781
"Census Tract 537","Census Tract 537, Kings County, New York","36047053700","140","00","36","047","22",,"053700",3575,3575,55291.72,0.0646570563261297
"Census Tract 538","Census Tract 538, Kings County, New York","36047053800","140","00","36","047","22",,"053800",4473,4473,70446.62,0.0634948887794075
"Census Tract 539","Census Tract 539, Kings County, New York","36047053900","140","00","36","047","22",,"053900",2756,2756,70409.13,0.0391426523983895
"Census Tract 542","Census Tract 542, Kings County, New York","36047054200","140","00","36","047","22",,"054200",4450,4450,60926.72,0.0730385623408294
"Census Tract 543","Census Tract 543, Kings County, New York","36047054300","140","00","36","047","22",,"054300",327,327,805.2442,0.406087981874819
"Census Tract 544","Census Tract 544, Kings County, New York","36047054400","140","00","36","047","22",,"054400",3406,3406,46427.96,0.0733609576569467
"Census Tract 545","Census Tract 545, Kings County, New York","36047054500","140","00","36","047","22",,"054500",8008,8008,123632.7,0.0647725008764519
"Census Tract 546","Census Tract 546, Kings County, New York","36047054600","140","00","36","047","22",,"054600",4346,4346,62302.95,0.0697559216490578
"Census Tract 547","Census Tract 547, Kings County, New York","36047054700","140","00","36","047","22",,"054700",5245,5245,80650.73,0.0650335059467457
"Census Tract 548","Census Tract 548, Kings County, New York","36047054800","140","00","36","047","22",,"054800",1989,1989,29739.56,0.0668806187519016
"Census Tract 549","Census Tract 549, Kings County, New York","36047054900","140","00","36","047","22",,"054900",3122,3122,41441.29,0.0753354841798495
"Census Tract 550","Census Tract 550, Kings County, New York","36047055000","140","00","36","047","22",,"055000",3551,3551,51147.56,0.0694265764937907
"Census Tract 551","Census Tract 551, Kings County, New York","36047055100","140","00","36","047","22",,"055100",4597,4597,51411.46,0.089415858297413
"Census Tract 552","Census Tract 552, Kings County, New York","36047055200","140","00","36","047","22",,"055200",3498,3498,54033.07,0.0647381377828778
"Census Tract 553","Census Tract 553, Kings County, New York","36047055300","140","00","36","047","22",,"055300",2596,2596,43025.59,0.060336186885808
"Census Tract 554","Census Tract 554, Kings County, New York","36047055400","140","00","36","047","22",,"055400",4216,4216,64496.9,0.0653674843281127
"Census Tract 555","Census Tract 555, Kings County, New York","36047055500","140","00","36","047","22",,"055500",1959,1959,19389.35,0.10103483104941
"Census Tract 556","Census Tract 556, Kings County, New York","36047055600","140","00","36","047","22",,"055600",3712,3712,49762.35,0.0745945541060422
"Census Tract 557","Census Tract 557, Kings County, New York","36047055700","140","00","36","047","22",,"055700",1655,1655,15173.53,0.109071547821843
"Census Tract 558","Census Tract 558, Kings County, New York","36047055800","140","00","36","047","22",,"055800",2390,2390,36067.42,0.0662647857827913
"Census Tract 560","Census Tract 560, Kings County, New York","36047056000","140","00","36","047","22",,"056000",3493,3493,48967.42,0.0713331490338951
"Census Tract 561","Census Tract 561, Kings County, New York","36047056100","140","00","36","047","22",,"056100",3295,3295,24986.71,0.131870109050698
"Census Tract 562","Census Tract 562, Kings County, New York","36047056200","140","00","36","047","22",,"056200",1654,1654,25078.98,0.0659516569188738
"Census Tract 563","Census Tract 563, Kings County, New York","36047056300","140","00","36","047","22",,"056300",4360,4360,28973.16,0.150484094907003
"Census Tract 564","Census Tract 564, Kings County, New York","36047056400","140","00","36","047","22",,"056400",2451,2451,34647.02,0.0707420266039843
"Census Tract 565","Census Tract 565, Kings County, New York","36047056500","140","00","36","047","22",,"056500",3255,3255,33511.59,0.0971305658559036
"Census Tract 566","Census Tract 566, Kings County, New York","36047056600","140","00","36","047","22",,"056600",2419,2419,36525.28,0.0662281060761672
"Census Tract 568","Census Tract 568, Kings County, New York","36047056800","140","00","36","047","22",,"056800",1314,1314,28885.85,0.0454893999508878
"Census Tract 569","Census Tract 569, Kings County, New York","36047056900","140","00","36","047","22",,"056900",1630,1630,33051.6,0.0493168308115713
