Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006
"Census Tract 86.01","Census Tract 86.01, New York County, New York","36061008601","140","00","36","061","21",,"008601",2618,2618,54588.4,0.0479589094621288
"Census Tract 86.02","Census Tract 86.02, New York County, New York","36061008602","140","00","36","061","21",,"008602",0,0,0,0.0423059875180889
"Census Tract 86.03","Census Tract 86.03, New York County, New York","36061008603","140","00","36","061","21",,"008603",4799,4799,95000.21,0.0505156780649177
"Census Tract 87","Census Tract 87, New York County, New York","36061008700","140","00","36","061","21",,"008700",6338,6338,99219.94,0.0638782882391733
"Census Tract 88","Census Tract 88, New York County, New York","36061008800","140","00","36","061","21",,"008800",7026,7026,100771.7,0.0697219446576586
"Census Tract 89","Census Tract 89, New York County, New York","36061008900","140","00","36","061","21",,"008900",5708,5708,89286.2,0.0639292537262721
"Census Tract 90","Census Tract 90, New York County, New York","36061009000","140","00","36","061","21",,"009000",7883,7883,114639.1,0.0687636390593316
"Census Tract 91","Census Tract 91, New York County, New York","36061009100","140","00","36","061","21",,"009100",6304,6304,91163.97,0.0691501273364973
"Census Tract 92","Census Tract 92, New York County, New York","36061009200","140","00","36","061","21",,"009200",1806,1806,23740.98,0.0760710088232069
"Census Tract 93","Census Tract 93, New York County, New York","36061009300","140","00","36","061","21",,"009300",8780,8780,126968,0.0691512856430223
"Census Tract 94","Census Tract 94, New York County, New York","36061009400","140","00","36","061","21",,"009400",73,73,1237.736,0.0589786516385404
"Census Tract 95","Census Tract 95, New York County, New York","36061009500","140","00","36","061","21",,"009500",3040,3040,45785.85,0.0663960605222881
"Census Tract 96","Census Tract 96, New York County, New York","36061009600","140","00","36","061","21",,"009600",155,155,2289.685,0.0676949082389571
"Census Tract 97","Census Tract 97, New York County, New York","36061009700","140","00","36","061","21",,"009700",5224,5224,77418.8,0.0674771466122623
"Census Tract 98","Census Tract 98, New York County, New York","36061009800","140","00","36","061","21",,"009800",7316,7316,107011.1,0.068366726023441
"Census Tract 99","Census Tract 99, New York County, New York","36061009900","140","00","36","061","21",,"009900",1945,1945,5002.002,0.388844272637557
"Census Tract 100","Census Tract 100, New York County, New York","36061010000","140","00","36","061","21",,"010000",1992,1992,29840.57,0.0667547494428546
"Census Tract 101","Census Tract 101, New York County, New York","36061010100","140","00","36","061","21",,"010100",1116,1116,16467.98,0.0677678815500303
"Census Tract 102","Census Tract 102, New York County, New York","36061010200","140","00","36","061","21",,"010200",230,230,3445.508,0.0667535911363296
"Census Tract 103","Census Tract 103, New York County, New York","36061010300","140","00","36","061","21",,"010300",2058,2058,30872.84,0.0666605405121568
"Census Tract 104","Census Tract 104, New York County, New York","36061010400","140","00","36","061","21",,"010400",966,966,14442.65,0.0668852519780014
"Census Tract 106.01","Census Tract 106.01, New York County, New York","36061010601","140","00","36","061","21",,"010601",7351,7351,143926.3,0.0510747540143043
"Census Tract 106.02","Census Tract 106.02, New York County, New York","36061010602","140","00","36","061","21",,"010602",4875,4875,96289.05,0.05062880600219
"Census Tract 108","Census Tract 108, New York County, New York","36061010800","140","00","36","061","21",,"010800",9039,9039,128251.5,0.0704787049206406
"Census Tract 109","Census Tract 109, New York County, New York","36061010900","140","00","36","061","21",,"010900",183,183,2696.968,0.0678539823350533
"Census Tract 110","Census Tract 110, New York County, New York","36061011000","140","00","36","061","21",,"011000",7169,7169,105163.3,0.0681702000163707
"Census Tract 111","Census Tract 111, New York County, New York","36061011100","140","00","36","061","21",,"011100",3512,3512,51950.34,0.0676030159213093
"Census Tract 112.01","Census Tract 112.01, New York County, New York","36061011201","140","00","36","061","21",,"011201",992,992,32303.21,0.0307090225900661
"Census Tract 112.02","Census Tract 112.02, New York County, New York","36061011202","140","00","36","061","21",,"011202",441,441,14641.89,0.0301190584666802
"Census Tract 112.03","Census Tract 112.03, New York County, New York","36061011203","140","00","36","061","21",,"011203",1401,1401,46551.8,0.0300955062340057
"Census Tract 113","Census Tract 113, New York County, New York","36061011300","140","00","36","061","21",,"011300",117,117,1725.155,0.0678200053436541
"Census Tract 114.01","Census Tract 114.01, New York County, New York","36061011401","140","00","36","061","21",,"011401",1412,1412,37124.53,0.038034153053991
"Census Tract 114.02","Census Tract 114.02, New York County, New York","36061011402","140","00","36","061","21",,"011402",2397,2397,62836.68,0.0381465087869133
"Census Tract 115","Census Tract 115, New York County, New York","36061011500","140","00","36","061","21",,"011500",2303,2303,33898.09,0.0679389248135513
"Census Tract 116","Census Tract 116, New York County, New York","36061011600","140","00","36","061","21",,"011600",3543,3543,43758.89,0.0809663982999149
"Census Tract 117","Census Tract 117, New York County, New York","36061011700","140","00","36","061","21",,"011700",3364,3364,44942.66,0.0748509259502361
"Census Tract 118","Census Tract 118, New York County, New York","36061011800","140","00","36","061","21",,"011800",8767,8767,128453.3,0.0682505092687688
"Census Tract 119","Census Tract 119, New York County, New York","36061011900","140","00","36","061","21",,"011900",1120,1120,16334.08,0.0685682713587862
"Census Tract 120","Census Tract 120, New York County, New York","36061012000","140","00","36","061","21",,"012000",3971,3971,59442.05,0.0668045566234284
"Census Tract 121","Census Tract 121, New York County, New York","36061012100","140","00","36","061","21",,"012100",8554,8554,124352.5,0.068788349598531
"Census Tract 122","Census Tract 122, New York County, New York","36061012200","140","00","36","061","21",,"012200",3633,3633,54510.74,0.0666474130382071
"Census Tract 124","Census Tract 124, New York County, New York","36061012400","140","00","36","061","21",,"012400",10218,10218,147614.6,0.0692207840345206
"Census Tract 125","Census Tract 125, New York County, New York","36061012500","140","00","36","061","21",,"012500",2719,2719,40413.52,0.067279462298667
"Census Tract 126","Census Tract 126, New York County, New York","36061012600","140","00","36","061","21",,"012600",12774,12774,180145.9,0.0709092088457553
"Census Tract 127","Census Tract 127, New York County, New York","36061012700","140","00","36","061","21",,"012700",6928,6928,103107.8,0.0671918171049441
"Census Tract 128","Census Tract 128, New York County, New York","36061012800","140","00","36","061","21",,"012800",6270,6270,90828.99,0.0690308217644252
"Census Tract 129","Census Tract 129, New York County, New York","36061012900","140","00","36","061","21",,"012900",6038,6038,38613.59,0.156369836462563
"Census Tract 130","Census Tract 130, New York County, New York","36061013000","140","00","36","061","21",,"013000",4195,4195,60961.92,0.0688134462399054
"Census Tract 131","Census Tract 131, New York County, New York","36061013100","140","00","36","061","21",,"013100",2816,2816,41882.43,0.0672358327528931
"Census Tract 132","Census Tract 132, New York County, New York","36061013200","140","00","36","061","21",,"013200",10590,10590,133143.6,0.079538206354624
"Census Tract 133","Census Tract 133, New York County, New York","36061013300","140","00","36","061","21",,"013300",6208,6208,92217.34,0.0673192308226911
"Census Tract 134","Census Tract 134, New York County, New York","36061013400","140","00","36","061","21",,"013400",11174,11174,159208.1,0.0701848811654726
"Census Tract 135","Census Tract 135, New York County, New York","36061013500","140","00","36","061","21",,"013500",6596,6596,40627.17,0.16235442017492
"Census Tract 136","Census Tract 136, New York County, New York","36061013600","140","00","36","061","21",,"013600",15344,15344,179329.2,0.085563330795355
"Census Tract 137","Census Tract 137, New York County, New York","36061013700","140","00","36","061","21",,"013700",6471,6471,74266.58,0.0871320639323425
"Census Tract 138","Census Tract 138, New York County, New York","36061013800","140","00","36","061","21",,"013800",12444,12444,176998.4,0.0703057311462447
"Census Tract 139","Census Tract 139, New York County, New York","36061013900","140","00","36","061","21",,"013900",9257,9257,132024.5,0.0701157688761492
"Census Tract 140","Census Tract 140, New York County, New York","36061014000","140","00","36","061","21",,"014000",7813,7813,112979.7,0.0691539883582472
"Census Tract 142","Census Tract 142, New York County, New York","36061014200","140","00","36","061","21",,"014200",4462,4462,64566.65,0.0691068838928983
"Census Tract 143","Census Tract 143, New York County, New York","36061014300","140","00","36","061","21",,"014300",25,25,22.02431,1.13510950629887
"Census Tract 144.01","Census Tract 144.01, New York County, New York","36061014401","140","00","36","061","21",,"014401",4864,4864,169508.5,0.0286947275431392
"Census Tract 144.02","Census Tract 144.02, New York County, New York","36061014402","140","00","36","061","21",,"014402",6743,6743,100616.4,0.0670169128196733
"Census Tract 145","Census Tract 145, New York County, New York","36061014500","140","00","36","061","21",,"014500",5542,5542,80500,0.0688447205160796
"Census Tract 146.01","Census Tract 146.01, New York County, New York","36061014601","140","00","36","061","21",,"014601",4274,4274,148929.2,0.0286982024627141
"Census Tract 146.02","Census Tract 146.02, New York County, New York","36061014602","140","00","36","061","21",,"014602",7904,7904,187476.1,0.0421600408959424
"Census Tract 147","Census Tract 147, New York County, New York","36061014700","140","00","36","061","21",,"014700",2755,2755,109080.9,0.0252564876748464
"Census Tract 148.01","Census Tract 148.01, New York County, New York","36061014801","140","00","36","061","21",,"014801",2863,2863,142656.4,0.0200692049538453
"Census Tract 148.02","Census Tract 148.02, New York County, New York","36061014802","140","00","36","061","21",,"014802",7066,7066,145684.3,0.0485021552223408
"Census Tract 149","Census Tract 149, New York County, New York","36061014900","140","00","36","061","21",,"014900",5842,5842,86930.63,0.0672030140680188
"Census Tract 150.01","Census Tract 150.01, New York County, New York","36061015001","140","00","36","061","21",,"015001",2294,2294,115048.2,0.0199394746230484
"Census Tract 150.02","Census Tract 150.02, New York County, New York","36061015002","140","00","36","061","21",,"015002",5437,5437,112141.9,0.0484832362157663
"Census Tract 151","Census Tract 151, New York County, New York","36061015100","140","00","36","061","21",,"015100",8306,8306,62543.98,0.132802545803301
"Census Tract 152","Census Tract 152, New York County, New York","36061015200","140","00","36","061","21",,"015200",7275,7275,91707.2,0.079328552873604
"Census Tract 153","Census Tract 153, New York County, New York","36061015300","140","00","36","061","21",,"015300",9320,9320,138635.7,0.0672265663006933
"Census Tract 154","Census Tract 154, New York County, New York","36061015400","140","00","36","061","21",,"015400",13749,13749,200764.2,0.0684833288802883
"Census Tract 155","Census Tract 155, New York County, New York","36061015500","140","00","36","061","21",,"015500",9350,9350,116854.7,0.0800138842342127
"Census Tract 156.01","Census Tract 156.01, New York County, New York","36061015601","140","00","36","061","21",,"015601",5345,5345,188177.8,0.0284039926053711
"Census Tract 156.02","Census Tract 156.02, New York County, New York","36061015602","140","00","36","061","21",,"015602",2298,2298,54726.61,0.0419905420411214
"Census Tract 157","Census Tract 157, New York County, New York","36061015700","140","00","36","061","21",,"015700",10751,10751,152662.1,0.0704234923096169
"Census Tract 158.01","Census Tract 158.01, New York County, New York","36061015801","140","00","36","061","21",,"015801",5650,5650,116365.5,0.0485538929137896
"Census Tract 158.02","Census Tract 158.02, New York County, New York","36061015802","140","00","36","061","21",,"015802",3346,3346,168241.1,0.0198881230337747
"Census Tract 159","Census Tract 159, New York County, New York","36061015900","140","00","36","061","21",,"015900",9623,9623,141692.7,0.0679146003765268
"Census Tract 160.01","Census Tract 160.01, New York County, New York","36061016001","140","00","36","061","21",,"016001",3744,3744,77195.52,0.0485002247114658
"Census Tract 160.02","Census Tract 160.02, New York County, New York","36061016002","140","00","36","061","21",,"016002",3131,3131,157700.1,0.0198541460423755
"Census Tract 161","Census Tract 161, New York County, New York","36061016100","140","00","36","061","21",,"016100",6437,6437,107047.9,0.0601319388352378
"Census Tract 162","Census Tract 162, New York County, New York","36061016200","140","00","36","061","21",,"016200",9308,9308,80117.01,0.116180074965598
"Census Tract 163","Census Tract 163, New York County, New York","36061016300","140","00","36","061","21",,"016300",6624,6624,65200.51,0.101594293100972
"Census Tract 164","Census Tract 164, New York County, New York","36061016400","140","00","36","061","21",,"016400",6127,6127,89456.95,0.0684910509237881
"Census Tract 165","Census Tract 165, New York County, New York","36061016500","140","00","36","061","21",,"016500",6402,6402,81153.81,0.0788872380875896
"Census Tract 166","Census Tract 166, New York County, New York","36061016600","140","00","36","061","21",,"016600",7317,7317,110499.2,0.0662176813174424
"Census Tract 167","Census Tract 167, New York County, New York","36061016700","140","00","36","061","21",,"016700",6564,6564,86517.02,0.0758694634878617
"Census Tract 168","Census Tract 168, New York County, New York","36061016800","140","00","36","061","21",,"016800",5675,5675,72765.8,0.077989936632911
"Census Tract 169","Census Tract 169, New York County, New York","36061016900","140","00","36","061","21",,"016900",8108,8108,116665.2,0.069498005396164
"Census Tract 170","Census Tract 170, New York County, New York","36061017000","140","00","36","061","21",,"017000",7855,7855,111222.4,0.0706242654406121
"Census Tract 171","Census Tract 171, New York County, New York","36061017100","140","00","36","061","21",,"017100",8989,8989,106725.4,0.084225486759012
"Census Tract 172","Census Tract 172, New York County, New York","36061017200","140","00","36","061","21",,"017200",5504,5504,80113.38,0.068702634915683
"Census Tract 173","Census Tract 173, New York County, New York","36061017300","140","00","36","061","21",,"017300",8939,8939,129628.5,0.0689586206577019
"Census Tract 174.01","Census Tract 174.01, New York County, New York","36061017401","140","00","36","061","21",,"017401",5248,5248,134827.8,0.0389237324651697
"Census Tract 174.02","Census Tract 174.02, New York County, New York","36061017402","140","00","36","061","21",,"017402",2093,2093,106856.8,0.0195869633372819
"Census Tract 175","Census Tract 175, New York County, New York","36061017500","140","00","36","061","21",,"017500",10820,10820,129241.4,0.0837193068075991
"Census Tract 177","Census Tract 177, New York County, New York","36061017700","140","00","36","061","21",,"017700",9151,9151,135774.8,0.0673983817685642
"Census Tract 178","Census Tract 178, New York County, New York","36061017800","140","00","36","061","21",,"017800",3912,3912,39005.21,0.100294287077778
"Census Tract 179","Census Tract 179, New York County, New York","36061017900","140","00","36","061","21",,"017900",9293,9293,112211.8,0.0828165999224707
"Census Tract 180","Census Tract 180, New York County, New York","36061018000","140","00","36","061","21",,"018000",7476,7476,91109.39,0.0820552064333889
"Census Tract 181","Census Tract 181, New York County, New York","36061018100","140","00","36","061","21",,"018100",8866,8866,165850.5,0.0534577766383474
"Census Tract 182","Census Tract 182, New York County, New York","36061018200","140","00","36","061","21",,"018200",6768,6768,99090.66,0.0683010886536926
"Census Tract 183","Census Tract 183, New York County, New York","36061018300","140","00","36","061","21",,"018300",8667,8667,100298.1,0.0864123694781598
"Census Tract 184","Census Tract 184, New York County, New York","36061018400","140","00","36","061","21",,"018400",7835,7835,114919.9,0.0681779220598705
"Census Tract 185","Census Tract 185, New York County, New York","36061018500","140","00","36","061","21",,"018500",4190,4190,83232.09,0.0503411598818218
"Census Tract 186","Census Tract 186, New York County, New York","36061018600","140","00","36","061","21",,"018600",5701,5701,121286.4,0.0470044648855516
"Census Tract 187","Census Tract 187, New York County, New York","36061018700","140","00","36","061","21",,"018700",8974,8974,106497,0.0842652552830361
"Census Tract 188","Census Tract 188, New York County, New York","36061018800","140","00","36","061","21",,"018800",6008,6008,104762.9,0.0573485282557294
"Census Tract 189","Census Tract 189, New York County, New York","36061018900","140","00","36","061","21",,"018900",11547,11547,112685.4,0.102471131140376
"Census Tract 190","Census Tract 190, New York County, New York","36061019000","140","00","36","061","21",,"019000",3083,3083,76924.66,0.0400781779683921
"Census Tract 191","Census Tract 191, New York County, New York","36061019100","140","00","36","061","21",,"019100",8807,8807,101999.9,0.0863432571888364
"Census Tract 192","Census Tract 192, New York County, New York","36061019200","140","00","36","061","21",,"019200",3584,3584,47270.79,0.0758184980007629
"Census Tract 193","Census Tract 193, New York County, New York","36061019300","140","00","36","061","21",,"019300",9009,9009,132788.5,0.0678447158828535
"Census Tract 194","Census Tract 194, New York County, New York","36061019400","140","00","36","061","21",,"019400",6558,6558,97029.12,0.0675879579364846
"Census Tract 195","Census Tract 195, New York County, New York","36061019500","140","00","36","061","21",,"019500",8197,8197,97223.59,0.084310815339685
"Census Tract 196","Census Tract 196, New York County, New York","36061019600","140","00","36","061","21",,"019600",3931,3931,57460.76,0.068411899977915
"Census Tract 197.01","Census Tract 197.01, New York County, New York","36061019701","140","00","36","061","21",,"019701",641,641,7035.505,0.0911093024369225
"Census Tract 197.02","Census Tract 197.02, New York County, New York","36061019702","140","00","36","061","21",,"019702",2090,2090,114211.9,0.0182993125836876
"Census Tract 198","Census Tract 198, New York County, New York","36061019800","140","00","36","061","21",,"019800",1914,1914,21987.99,0.0870475075560196
"Census Tract 199","Census Tract 199, New York County, New York","36061019900","140","00","36","061","21",,"019900",10064,10064,114888.4,0.0875980892575564
"Census Tract 200","Census Tract 200, New York County, New York","36061020000","140","00","36","061","21",,"020000",2581,2581,51704.41,0.049918378000207
"Census Tract 201.01","Census Tract 201.01, New York County, New York","36061020101","140","00","36","061","21",,"020101",1731,1731,81326.2,0.0212846546007163
"Census Tract 201.02","Census Tract 201.02, New York County, New York","36061020102","140","00","36","061","21",,"020102",3865,3865,120099.6,0.0321816162854809
"Census Tract 203","Census Tract 203, New York County, New York","36061020300","140","00","36","061","21",,"020300",3633,3633,52793.14,0.0688157628529553
"Census Tract 205","Census Tract 205, New York County, New York","36061020500","140","00","36","061","21",,"020500",5322,5322,49082.08,0.108430618211359
"Census Tract 206","Census Tract 206, New York County, New York","36061020600","140","00","36","061","21",,"020600",2942,2942,51225.86,0.0574319263255274
"Census Tract 207.01","Census Tract 207.01, New York County, New York","36061020701","140","00","36","061","21",,"020701",3329,3329,182388.9,0.0182522081183388
"Census Tract 208","Census Tract 208, New York County, New York","36061020800","140","00","36","061","21",,"020800",4591,4591,80036.05,0.0573616557296791
"Census Tract 209.01","Census Tract 209.01, New York County, New York","36061020901","140","00","36","061","21",,"020901",3673,3673,82146.94,0.0447125623748064
"Census Tract 210","Census Tract 210, New York County, New York","36061021000","140","00","36","061","21",,"021000",6637,6637,79975.39,0.0829880292881666
"Census Tract 211","Census Tract 211, New York County, New York","36061021100","140","00","36","061","21",,"021100",10330,10330,76875,0.134373981655513
"Census Tract 212","Census Tract 212, New York County, New York","36061021200","140","00","36","061","21",,"021200",4412,4412,64786.04,0.0681010877270474
"Census Tract 213.03","Census Tract 213.03, New York County, New York","36061021303","140","00","36","061","21",,"021303",5619,5619,94937.39,0.0591863746086854
"Census Tract 214","Census Tract 214, New York County, New York","36061021400","140","00","36","061","21",,"021400",3001,3001,56774.58,0.0528581599605867
"Census Tract 215","Census Tract 215, New York County, New York","36061021500","140","00","36","061","21",,"021500",3068,3068,113987.7,0.0269151826186067
"Census Tract 216","Census Tract 216, New York County, New York","36061021600","140","00","36","061","21",,"021600",7556,7556,112991.8,0.0668721245040518
"Census Tract 217.03","Census Tract 217.03, New York County, New York","36061021703","140","00","36","061","21",,"021703",6,6,49.51134,0.121184345255654
"Census Tract 218","Census Tract 218, New York County, New York","36061021800","140","00","36","061","21",,"021800",6617,6617,94232.39,0.0702200164633967
"Census Tract 219","Census Tract 219, New York County, New York","36061021900","140","00","36","061","21",,"021900",6023,6023,54569.65,0.110372712151562
"Census Tract 220","Census Tract 220, New York County, New York","36061022000","140","00","36","061","21",,"022000",5370,5370,79496.53,0.0675501199233356
"Census Tract 221.02","Census Tract 221.02, New York County, New York","36061022102","140","00","36","061","21",,"022102",2175,2175,56901.25,0.0382241153240864
"Census Tract 222","Census Tract 222, New York County, New York","36061022200","140","00","36","061","21",,"022200",2644,2644,37745.86,0.0700474287911759
"Census Tract 223.01","Census Tract 223.01, New York County, New York","36061022301","140","00","36","061","21",,"022301",7917,7917,107375.9,0.0737316157449378
"Census Tract 223.02","Census Tract 223.02, New York County, New York","36061022302","140","00","36","061","21",,"022302",3385,3385,142320.9,0.0237842800816066
"Census Tract 224","Census Tract 224, New York County, New York","36061022400","140","00","36","061","21",,"022400",6427,6427,85500.59,0.0751690741424285
"Census Tract 225","Census Tract 225, New York County, New York","36061022500","140","00","36","061","21",,"022500",10149,10149,101750.8,0.0997437053762411
"Census Tract 226","Census Tract 226, New York County, New York","36061022600","140","00","36","061","21",,"022600",3778,3778,63963.28,0.0590651385257383
"Census Tract 227","Census Tract 227, New York County, New York","36061022700","140","00","36","061","21",,"022700",4864,4864,83594.02,0.0581859838732844
"Census Tract 228","Census Tract 228, New York County, New York","36061022800","140","00","36","061","21",,"022800",5248,5248,75247.5,0.0697431802772831
"Census Tract 229","Census Tract 229, New York County, New York","36061022900","140","00","36","061","21",,"022900",8300,8300,99434.76,0.08347181531343
"Census Tract 230","Census Tract 230, New York County, New York","36061023000","140","00","36","061","21",,"023000",8106,8106,120877.2,0.0670597701610973
"Census Tract 231","Census Tract 231, New York County, New York","36061023100","140","00","36","061","21",,"023100",5865,5865,83155.13,0.0705308287142643
"Census Tract 232","Census Tract 232, New York County, New York","36061023200","140","00","36","061","21",,"023200",7980,7980,114525.7,0.0696787012140597
"Census Tract 233","Census Tract 233, New York County, New York","36061023300","140","00","36","061","21",,"023300",6527,6527,74329.91,0.0878112176581513
"Census Tract 234","Census Tract 234, New York County, New York","36061023400","140","00","36","061","21",,"023400",4465,4465,106584.4,0.0418916998843238
"Census Tract 235.01","Census Tract 235.01, New York County, New York","36061023501","140","00","36","061","21",,"023501",6004,6004,86851.28,0.0691296639212228
"Census Tract 235.02","Census Tract 235.02, New York County, New York","36061023502","140","00","36","061","21",,"023502",1819,1819,113967.5,0.0159606917097685
"Census Tract 236","Census Tract 236, New York County, New York","36061023600","140","00","36","061","21",,"023600",6404,6404,56755.89,0.112834113517128
"Census Tract 237","Census Tract 237, New York County, New York","36061023700","140","00","36","061","21",,"023700",6811,6811,64740.43,0.105204734539311
"Census Tract 238.01","Census Tract 238.01, New York County, New York","36061023801","140","00","36","061","21",,"023801",9723,9723,70260.02,0.138385969355843
"Census Tract 238.02","Census Tract 238.02, New York County, New York","36061023802","140","00","36","061","21",,"023802",1938,1938,18762.7,0.103290053853531
"Census Tract 239","Census Tract 239, New York County, New York","36061023900","140","00","36","061","21",,"023900",2371,2371,95684.84,0.0247792653865578
"Census Tract 240","Census Tract 240, New York County, New York","36061024000","140","00","36","061","21",,"024000",1648,1648,2038.755,0.808336563721531
"Census Tract 241","Census Tract 241, New York County, New York","36061024100","140","00","36","061","21",,"024100",7642,7642,109867.8,0.0695563068245876
"Census Tract 242","Census Tract 242, New York County, New York","36061024200","140","00","36","061","21",,"024200",3396,3396,24475.66,0.138750063706859
"Census Tract 243.01","Census Tract 243.01, New York County, New York","36061024301","140","00","36","061","21",,"024301",3946,3946,97195.37,0.0405986437002797
"Census Tract 243.02","Census Tract 243.02, New York County, New York","36061024302","140","00","36","061","21",,"024302",7370,7370,84012.8,0.0877247307709534
"Census Tract 245","Census Tract 245, New York County, New York","36061024500","140","00","36","061","21",,"024500",14934,14934,182056.8,0.0820293375876645
"Census Tract 247","Census Tract 247, New York County, New York","36061024700","140","00","36","061","21",,"024700",7074,7074,71279.36,0.0992433169574531
"Census Tract 249","Census Tract 249, New York County, New York","36061024900","140","00","36","061","21",,"024900",1101,1101,47032.44,0.0234093748696905
"Census Tract 251","Census Tract 251, New York County, New York","36061025100","140","00","36","061","21",,"025100",2526,2526,41384.76,0.0610369623334162
"Census Tract 253","Census Tract 253, New York County, New York","36061025300","140","00","36","061","21",,"025300",11236,11236,171855.2,0.0653806118020624
"Census Tract 255","Census Tract 255, New York County, New York","36061025500","140","00","36","061","21",,"025500",5771,5771,33491.2,0.172313925778807
"Census Tract 257","Census Tract 257, New York County, New York","36061025700","140","00","36","061","21",,"025700",3876,3876,69683.84,0.0556226515335206
"Census Tract 259","Census Tract 259, New York County, New York","36061025900","140","00","36","061","21",,"025900",3496,3496,119977.7,0.0291387450443786
"Census Tract 261","Census Tract 261, New York County, New York","36061026100","140","00","36","061","21",,"026100",12087,12087,200408.3,0.0603118624487835
"Census Tract 263","Census Tract 263, New York County, New York","36061026300","140","00","36","061","21",,"026300",8729,8729,143807.7,0.0606991229302993
"Census Tract 265","Census Tract 265, New York County, New York","36061026500","140","00","36","061","21",,"026500",7021,7021,95554.48,0.0734764022072689
"Census Tract 267","Census Tract 267, New York County, New York","36061026700","140","00","36","061","21",,"026700",2173,2173,119210.4,0.0182282697834893
"Census Tract 269","Census Tract 269, New York County, New York","36061026900","140","00","36","061","21",,"026900",8428,8428,124327.4,0.0677887310674798
"Census Tract 271","Census Tract 271, New York County, New York","36061027100","140","00","36","061","21",,"027100",8196,8196,110241.4,0.0743459043053481
"Census Tract 273","Census Tract 273, New York County, New York","36061027300","140","00","36","061","21",,"027300",6370,6370,92900.11,0.0685682713587862
"Census Tract 275","Census Tract 275, New York County, New York","36061027500","140","00","36","061","21",,"027500",2846,2846,25045.72,0.113632186712834
"Census Tract 277","Census Tract 277, New York County, New York","36061027700","140","00","36","061","21",,"027700",7086,7086,112966.5,0.0627265454511758
"Census Tract 279","Census Tract 279, New York County, New York","36061027900","140","00","36","061","21",,"027900",10292,10292,149933.1,0.0686439473850844
"Census Tract 281","Census Tract 281, New York County, New York","36061028100","140","00","36","061","21",,"028100",2867,2867,79762.56,0.0359441819807659
"Census Tract 283","Census Tract 283, New York County, New York","36061028300","140","00","36","061","21",,"028300",7627,7627,135222.5,0.056403350131352
"Census Tract 285","Census Tract 285, New York County, New York","36061028500","140","00","36","061","21",,"028500",7216,7216,154454.9,0.0467191353782334
"Census Tract 287","Census Tract 287, New York County, New York","36061028700","140","00","36","061","21",,"028700",4035,4035,19331.81,0.208723360880437
"Census Tract 291","Census Tract 291, New York County, New York","36061029100","140","00","36","061","21",,"029100",11288,11288,155303.8,0.0726833483398379
"Census Tract 293","Census Tract 293, New York County, New York","36061029300","140","00","36","061","21",,"029300",9033,9033,148819.8,0.0606975785215993
"Census Tract 295","Census Tract 295, New York County, New York","36061029500","140","00","36","061","21",,"029500",6941,6941,132061.3,0.0525589307749688
"Census Tract 297","Census Tract 297, New York County, New York","36061029700","140","00","36","061","21",,"029700",161,161,410.0291,0.392655101104716
"Census Tract 299","Census Tract 299, New York County, New York","36061029900","140","00","36","061","21",,"029900",3834,3834,16187.37,0.236851290430689
"Census Tract 303","Census Tract 303, New York County, New York","36061030300","140","00","36","061","21",,"030300",3753,3753,61960.8,0.0605705509060274
"Census Tract 307","Census Tract 307, New York County, New York","36061030700","140","00","36","061","21",,"030700",3434,3434,105414.3,0.0325762127083214
"Census Tract 309","Census Tract 309, New York County, New York","36061030900","140","00","36","061","21",,"030900",8463,8463,71657.88,0.118102863797052
"Census Tract 311","Census Tract 311, New York County, New York","36061031100","140","00","36","061","21",,"031100",2,2,6.630624,0.301630741146291
"Census Tract 317.03","Census Tract 317.03, New York County, New York","36061031703","140","00","36","061","21",,"031703",7709,7709,65834.92,0.117095909324676
"Census Tract 317.04","Census Tract 317.04, New York County, New York","36061031704","140","00","36","061","21",,"031704",5677,5677,57069.41,0.0994753643646225
"Census Tract 319","Census Tract 319, New York County, New York","36061031900","140","00","36","061","21",,"031900",11,11,231.6287,0.047489795319515
"Census Tract 1","Census Tract 1, Queens County, New York","36081000100","140","00","36","081","21",,"000100",4949,4949,11208.26,0.441549536136847
"Census Tract 2","Census Tract 2, Queens County, New York","36081000200","140","00","36","081","21",,"000200",2829,2829,46726.42,0.060543909855953
"Census Tract 4","Census Tract 4, Queens County, New York","36081000400","140","00","36","081","21",,"000400",4413,4413,50768.96,0.0869231826556725
"Census Tract 6","Census Tract 6, Queens County, New York","36081000600","140","00","36","081","21",,"000600",3729,3729,45070.28,0.0827374489765976
"Census Tract 7","Census Tract 7, Queens County, New York","36081000700","140","00","36","081","21",,"000700",4790,4790,22762.71,0.210431863004771
"Census Tract 8","Census Tract 8, Queens County, New York","36081000800","140","00","36","081","21",,"000800",3360,3360,45844.12,0.0732918453676233
"Census Tract 10","Census Tract 10, Queens County, New York","36081001000","140","00","36","081","21",,"001000",3502,3502,56246.82,0.062261292330312
"Census Tract 12","Census Tract 12, Queens County, New York","36081001200","140","00","36","081","21",,"001200",3871,3871,44135.99,0.0877061978665538
"Census Tract 14","Census Tract 14, Queens County, New York","36081001400","140","00","36","081","21",,"001400",3683,3683,44711.27,0.0823729685234063
"Census Tract 16","Census Tract 16, Queens County, New York","36081001600","140","00","36","081","21",,"001600",2831,2831,48397.73,0.058494479511102
