Gid,lng,lat,area
28021,-90.91177381781301,31.97366510901588,0
45005,-81.3583003787228,32.98815286938094,0
37079,-77.67576163428339,35.484998575385795,0
37165,-79.48039301611871,34.84093951841315,0
36005,-73.86598404125822,40.85002133502021,0
37107,-77.6412453979436,35.23877058606307,0
48247,-98.69733191025438,27.043419696004978,0
12051,-81.1658399039858,26.553471963158746,0
46102,-102.55166409012502,43.335597878399206,0
