ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape_STAr,Shape_STLe
"36",NEW YORK,NY,"36085",Richmond,"36085022800","Census Tract 228, Richmond County, New York",3.69353667444,"12","20","4","6","4","6","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",28.3,"4",46.9,"4",13.4,"0","12","0",17,"0","12","0","12",0,85.6,0,100,-999,-999,0,85.6,0,85.6,0,100,0,85.6,0,425,0,235.8,33.3,386.9,100,299.5,0,100,0,425,0,100,0,100,0,0,-999,0,-999,-999,0,0,0,0,0,0,0,0.9921,0.9921,0.5161,0.9997,0,0,0,0,0.9997,0.0751,-999,-999,"0","0","-999","0","-999","0","0","0","0","0","0","1","1","1","0","0","0","0","1","-999","0","12",0,85.6,"999",0.00114562888011,0.169564147879
"36",NEW YORK,NY,"36085",Richmond,"36085023100","Census Tract 231, Richmond County, New York",0.228897481884,"4927","662","1489","91","1382","101","951","337","49","51","22412","2960","516","183","453","140","1336","335","391","152","107",58.2,"3957",765.8,"372",161.2,"35",43.7,"0","12","149",92.4,"193","93","94","79",19.4,7.3,2.2,2.2,22412,2960,17.2,5.5,9.2,3,27.1,5.7,8,3.3,7.7,4.2,80.3,11.2,8.3,3.4,2.4,2.9,0,2.2,10.8,6.6,14,6.5,1.9,1.6,0.7218,0.1033,0.7261,0.739,2.2902,0.6039,0.1619,0.8002,0.1663,0.4851,1.6135,0.2443,0.8528,0.8421,1.6949,0.8815,0.4028,0,0.9248,0.8155,0.7757,2.9188,0.7594,8.5174,0.6984,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","532","267",10.8,5.3,"2510",6.32293155e-05,0.0318315543794
"36",NEW YORK,NY,"36085",Richmond,"36085027702","Census Tract 277.02, Richmond County, New York",0.561828217158,"6913","506","3092","82","3063","89","674","303","133","80","36986","6424","313","154","1051","192","1405","332","602","151","367",154.4,"2535",722.7,"436",194.5,"1330",224.6,"12","19","239",148.9,"620","202","11","5",9.7,4.6,3.9,2.3,36986,6424,6.2,2.9,15.2,3.1,20.3,4.6,8.7,2.3,12,5,36.7,10.1,6.7,3,43,7.2,0.4,0.6,7.8,4.9,20.2,6.5,0.2,0.1,0.4012,0.3138,0.2741,0.2947,1.2838,0.2857,0.4948,0.3558,0.2121,0.7387,1.8014,0.3543,0.573,0.8088,1.3818,0.7272,0.9255,0.436,0.8774,0.8866,0.44,3.5655,0.9454,8.0325,0.6277,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","149","123",2.2,1.8,"10789",0.000153241959,0.0553793158765
"36",NEW YORK,NY,"36085",Richmond,"36085027706","Census Tract 277.06, Richmond County, New York",0.169359009076,"3520","440","1211","38","1101","78","481","292","65","45","30285","4028","226","83","512","135","844","267","473","141","59",48.5,"1623",547.6,"204",100.2,"0",17,"0","12","116",68.9,"101","69","0","12",13.7,8,4.1,2.8,30285,4028,9.3,3.2,14.5,3.6,24,7,13.4,3.7,5.4,4.4,46.1,14.5,6.2,3,0,1.4,0,2.6,10.5,6.2,9.2,6.1,0,0.3,0.56,0.3411,0.4422,0.4605,1.8038,0.4531,0.4523,0.6253,0.5571,0.3022,1.9369,0.4403,0.653,0.796,1.449,0.762,0,0,0.9216,0.695,0,1.6166,0.2177,6.8063,0.4377,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","200","154",5.7,4.1,"2439",4.6879712e-05,0.0297612422885
"36",NEW YORK,NY,"36085",Richmond,"36085027900","Census Tract 279, Richmond County, New York",2.02457796077,"2203","154","657","44","605","48","96","48","41","28","39731","4672","244","65","689","137","337","30","196","64","0",17,"397",239.2,"68",60.7,"27",15.3,"0","12","6",15,"48","21","458","112",5.5,2.7,4.7,3.2,39731,4672,14.3,3.5,31.3,5.3,15.3,0.8,11.2,3.5,0,2.8,18,10.8,3.2,2.8,4.1,2.3,0,4.8,1,2.5,7.9,3.1,20.8,4.9,0.1942,0.4219,0.2233,0.6597,1.4991,0.3544,0.967,0.1219,0.3964,0,1.4853,0.1823,0.3431,0.6736,1.0167,0.5305,0.4807,0,0.3397,0.6438,0.9712,2.4354,0.5494,6.4365,0.3786,"0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","2","53","33",3,1.9,"2390",0.000577287131,0.116161222152
"36",NEW YORK,NY,"36085",Richmond,"36085031902","Census Tract 319.02, Richmond County, New York",0.266618488978,"5167","635","1853","73","1670","112","1831","696","72","48","23094","5211","532","156","421","127","1618","425","581","167","499",185,"4797",650,"223",135.1,"513",139.6,"8","13","130",87.6,"663","158","18","11",35.4,11.1,3.7,2.4,23094,5211,17.7,5.9,8.1,2.8,31.3,7.3,11.2,3.3,29.9,10.9,92.8,5.3,4.8,2.8,27.7,7.5,0.4,0.7,7.8,5.2,39.7,8.5,0.3,0.2,0.929,0.2862,0.7016,0.7505,2.6673,0.7143,0.117,0.9278,0.3964,0.9901,2.4313,0.7649,0.927,0.7525,1.6795,0.8742,0.8592,0.436,0.8774,0.9624,0.5022,3.6372,0.9573,10.4153,0.9183,"1","0","0","0","1","0","1","0","1","2","1","0","1","0","0","0","1","0","1","5","396","255",7.7,4.5,"2861",7.2304453994e-05,0.0378858506348
"36",NEW YORK,NY,"36085",Richmond,"36085032300","Census Tract 323, Richmond County, New York",1.49391203603,"1138","162","511","25","440","58","249","171","10","16","34258","11631","124","80","105","49","268","56","46","29","24",29.5,"964",186.3,"49",81.4,"0",17,"127","38","35",28.6,"71","43","0","12",21.9,14,1.9,2.9,34258,11631,15.7,9.3,9.2,4.2,23.6,3.6,4,2.4,5.5,6.7,84.7,11.1,4.6,7.6,0,3.3,24.9,7.7,8,6.4,16.1,9.6,0,1.1,0.7733,0.0766,0.3323,0.7008,1.883,0.4789,0.1619,0.5977,0.0162,0.3107,1.0865,0.0637,0.8772,0.7442,1.6214,0.8468,0,0.927,0.8818,0.8459,0,2.6547,0.6464,7.2456,0.5075,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","70","47",6.2,4.1,"3193",0.000425218552437,0.0879562838665
"36",NEW YORK,NY,"36087",Rockland,"36087011000","Census Tract 110, Rockland County, New York",1.22173290605,"2174","166","814","24","784","34","43","19","31","16","71799","10426","38","28","469","44","527","126","207","45","39",18,"415",220.4,"4",47,"0",17,"0","12","3",12.6,"17","18","178","152",2.1,1,2.8,1.4,71799,10426,2.6,1.9,21.6,2.4,24.2,5.5,10.3,2.3,5,2.3,19.1,10,0.2,2.2,0,2.1,0,3.9,0.4,1.6,2.2,2.3,8.2,7,0.0347,0.1695,0.0316,0.0888,0.3246,0.0197,0.8325,0.6384,0.3294,0.2669,2.0672,0.5345,0.3596,0.2009,0.5605,0.2634,0,0,0.1999,0.2157,0.9374,1.353,0.1442,4.3053,0.0947,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","53","32",2.6,1.6,"1502",0.0012102913185,0.148334249378
"36",NEW YORK,NY,"36087",Rockland,"36087011301","Census Tract 113.01, Rockland County, New York",1.39281315784,"7869","764","2546","200","2394","216","1234","586","293","177","30936","10083","1276","347","973","226","1725","373","822","216","200",97.5,"6237",880.6,"1064",413,"460",154.9,"152","70","297",138.5,"461","162","244","98",16.1,7.4,7.4,4.4,30936,10083,23.7,6.2,12.4,2.7,21.9,4.2,10.7,2.8,8.4,4,79.3,8.1,14.9,5.6,18.1,5.9,6,2.9,12.4,5.7,19.3,6.2,3.1,1.2,0.6366,0.7047,0.4226,0.8581,2.622,0.7015,0.3272,0.4713,0.36,0.5362,1.6947,0.2889,0.8477,0.9215,1.7692,0.9167,0.7741,0.7215,0.9409,0.8797,0.8468,4.163,0.9968,10.2489,0.9029,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","2","979","369",12.8,5.2,"9004",0.0003869729105,0.102525579221
"36",NEW YORK,NY,"36087",Rockland,"36087011901","Census Tract 119.01, Rockland County, New York",0.496435665826,"4101","308","1348","70","1261","87","279","140","98","53","36484","4528","163","99","396","84","857","118","396","168","129",88.3,"1954",419.6,"252",172.8,"96",58.2,"7","13","66",78.9,"54","41","205","21",7.1,3.7,4.2,2.4,36484,4528,6.1,3.6,9.7,2.1,20.9,2.4,9.7,3.9,10.2,7,47.6,9.6,6.7,4.6,7.1,4.3,0.5,0.9,5.2,6.2,4.3,3.2,5,0.3,0.275,0.3544,0.284,0.2887,1.2021,0.2591,0.185,0.3966,0.2848,0.649,1.5154,0.1958,0.6644,0.8088,1.4732,0.7745,0.5781,0.4524,0.7922,0.4218,0.9027,3.1472,0.8386,7.3379,0.5224,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","395","233",9.7,5.4,"2143",0.00013976298141,0.0553574765955
"36",NEW YORK,NY,"36087",Rockland,"36087011902","Census Tract 119.02, Rockland County, New York",1.06495194183,"3081","236","1485","94","1334","93","461","209","98","78","39975","7209","364","170","687","104","565","137","395","123","161",90.4,"1171",328.1,"384",234.6,"707",142.4,"0","12","23",29.5,"133","64","18","21",15,6.5,6,4.8,39975,7209,15.6,6.4,22.3,4,18.3,4.2,12.8,4,12.1,6.7,38,10.2,12.9,7.8,47.6,9.1,0,2.2,1.7,2.2,10,4.8,0.6,0.7,0.6033,0.578,0.2194,0.6982,2.0989,0.5451,0.854,0.2353,0.5154,0.7428,2.3475,0.7181,0.5856,0.9038,1.4894,0.7823,0.9381,0,0.4656,0.7211,0.6113,2.7361,0.6828,8.6719,0.72,"0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","2","367","212",11.9,6.4,"2458",0.0003056060635,0.0888488333319
"36",NEW YORK,NY,"36087",Rockland,"36087012101","Census Tract 121.01, Rockland County, New York",1.39893094403,"6214","598","1317","79","1182","103","2134","722","166","83","18331","3492","510","144","454","96","3350","490","237","70","97",72.2,"406",884,"1115",248.4,"135",71.8,"0","17","299",83.7,"243","77","45","14",34.5,9.9,9.3,4.4,18331,3492,22.3,5.7,7.3,1.9,53.9,5.9,3.8,1.2,8.2,6.1,6.5,14.2,20.9,4.2,10.3,5.4,0,2.4,25.3,6.7,20.6,6.1,0.7,0.2,0.9233,0.8159,0.8544,0.837,3.4306,0.9113,0.0878,0.9996,0.0137,0.5223,1.6234,0.2499,0.1247,0.9585,1.0832,0.5662,0.654,0,0.9895,0.8897,0.6342,3.1674,0.8449,9.3046,0.7987,"1","0","0","0","1","0","1","0","0","1","0","1","1","0","0","1","0","0","1","4","371","171",6,2.6,"4037",0.0003876496265,0.11142097255
"36",NEW YORK,NY,"36087",Rockland,"36087012103","Census Tract 121.03, Rockland County, New York",0.65004711873,"5630","621","1214","71","1097","90","2122","641","63","56","14368","3296","287","91","484","115","2960","476","310","110","25",36.2,"16",879.6,"564",181,"89",46.2,"0","17","146",74.2,"181","78","63","45",37.7,10.8,4.2,3.6,14368,3296,14.5,4.4,8.6,2.2,52.6,6.1,5.5,2,2.3,3.3,0.3,15.6,12,3.6,7.3,3.8,0,2.6,13.3,6.7,16.5,6.8,1.1,0.8,0.9426,0.3544,0.9419,0.6662,2.9051,0.7808,0.1365,0.9996,0.0488,0.0797,1.2646,0.1018,0.0016,0.8942,0.8958,0.4528,0.5838,0,0.9477,0.8511,0.6972,3.0798,0.8164,8.1453,0.6438,"1","0","1","0","2","0","1","0","0","1","0","0","0","0","0","1","0","0","1","4","372","447",6.6,7.7,"3403",0.0001809422245,0.060609823346
"36",NEW YORK,NY,"36087",Rockland,"36087012106","Census Tract 121.06, Rockland County, New York",0.88219287674,"4988","406","921","45","886","51","1735","501","93","48","12973","1583","445","151","199","68","2487","292","189","66","32",29.5,"1280",546.6,"798",221.4,"116",56.6,"0","12","272",68,"137","50","5","12",34.8,10,5.2,2.5,12973,1583,23,6.6,4,1.5,49.9,4.2,3.8,1.3,3.6,3.3,25.7,10.8,18.6,4.9,12.6,6.1,0,3.5,30.7,7.5,15.5,5.7,0.1,0.2,0.9253,0.4859,0.964,0.8472,3.2224,0.8622,0.0222,0.9993,0.0137,0.1585,1.1937,0.0849,0.4516,0.9463,1.3979,0.7349,0.6957,0,0.9947,0.8381,0.3791,2.9076,0.7551,8.7216,0.7264,"1","0","1","0","2","0","1","0","0","1","0","1","1","0","0","1","0","0","1","5","328","180",6.6,3.6,"5989",0.0002443610875,0.123264598915
"36",NEW YORK,NY,"36087",Rockland,"36087012203","Census Tract 122.03, Rockland County, New York",0.170360171562,"3332","313","979","67","846","86","1180","393","101","56","17507","2863","240","72","138","50","1520","200","136","50","53",41.8,"120",439.1,"224",76.3,"316",72.1,"0","12","124",52.2,"58","28","0","12",35.4,10.1,7.8,4.1,17507,2863,17.2,4.6,4.1,1.6,45.6,4.2,4.1,1.5,6.3,4.9,3.6,13.2,8.1,2.7,32.3,7,0,3.3,14.7,6,6.9,3.3,0,0.4,0.929,0.7332,0.8747,0.739,3.2759,0.875,0.0231,0.9986,0.0178,0.3749,1.4144,0.152,0.052,0.8384,0.8904,0.4489,0.8848,0,0.9571,0.5955,0,2.4374,0.5503,8.0181,0.6257,"1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","3","232","200",7,6,"915",4.71599445e-05,0.0353443413368
"36",NEW YORK,NY,"36087",Rockland,"36087012204","Census Tract 122.04, Rockland County, New York",0.188891523154,"4217","470","696","51","696","51","1683","540","28","28","12188","2822","259","78","66","37","2483","357","84","47","5",14.4,"286",666.1,"475",129.6,"34",21.6,"0","12","242",76.7,"109","54","0","12",39.9,10.9,2.6,2.6,12188,2822,19.6,5.5,1.6,0.9,58.9,5.3,2,1.1,0.7,2.1,6.8,15.8,13.5,3.4,4.9,3.1,0,4.6,34.8,10.7,15.7,7.7,0,0.3,0.954,0.1454,0.9739,0.7911,2.8644,0.7698,0.0091,0.9998,0.0027,0.022,1.0336,0.0563,0.1319,0.9093,1.0412,0.5438,0.5093,0,0.9969,0.8405,0,2.3467,0.5105,7.2859,0.514,"1","0","1","0","2","0","1","0","0","1","0","1","1","0","0","1","0","0","1","5","353","251",8.4,5.9,"1459",5.2766666e-05,0.0380004037482
"36",NEW YORK,NY,"36087",Rockland,"36087013001","Census Tract 130.01, Rockland County, New York",1.57768458697,"2876","253","803","51","771","56","136","92","125","45","42880","4225","235","132","374","99","506","38","346","196","5",13.9,"755",321.9,"31",50.4,"5",13.9,"14","23","6",15,"11","12","459","195",5.1,3.4,8.5,3.1,42880,4225,11.3,5.6,13,3.5,17.6,2,13,6.5,0.6,1.8,26.3,11,1.1,1.8,0.6,1.7,1.7,2.9,0.8,1.9,1.4,1.6,16,6.6,0.1728,0.7756,0.1793,0.5511,1.6788,0.4136,0.3628,0.2018,0.5292,0.0201,1.1139,0.0684,0.4593,0.4516,0.9109,0.4612,0.2585,0.5883,0.2952,0.1283,0.9636,2.2339,0.4593,5.9375,0.3014,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","107","73",4,2.8,"2769",0.0004649958945,0.11993345766
"36",NEW YORK,NY,"36087",Rockland,"36087013002","Census Tract 130.02, Rockland County, New York",2.99570557219,"5468","314","1711","77","1684","83","176","85","97","53","45814","5108","140","66","973","132","1184","115","614","125","47",43.5,"1227",450.5,"42",69.2,"126",60.1,"0","17","10",22.7,"101","52","577","102",3.5,1.7,3.6,1.9,45814,5108,4.1,1.9,17.8,2.5,21.7,1.7,11.2,2.2,2.8,2.6,22.4,8.1,0.8,1.3,7.4,3.5,0,1.9,0.6,1.3,6,3,10.6,1.8,0.0925,0.2724,0.1478,0.172,0.6847,0.0999,0.654,0.4558,0.3964,0.1069,1.6131,0.244,0.4083,0.3889,0.7972,0.3941,0.5863,0,0.2418,0.5437,0.9496,2.3214,0.4991,5.4164,0.225,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","123","64",2.3,1.1,"11216",0.0008476934015,0.136964318285
"36",NEW YORK,NY,"36087",Rockland,"36087013003","Census Tract 130.03, Rockland County, New York",4.50510377334,"3013","251","1110","54","1028","59","192","104","60","33","55843","7244","164","66","814","167","438","64","394","139","42",27.7,"660",356.4,"92",62.8,"218",59.2,"36","46","0",17,"174","61","654","191",7.6,3.7,4.1,2.2,55843,7244,8.3,3.2,27,4.2,14.5,1.7,13.1,4,4.1,2.7,21.9,11.7,3.2,2.1,19.6,5.2,3.2,4.1,0,1.7,16.9,5.8,21.7,6.1,0.2999,0.3411,0.0769,0.4107,1.1286,0.2354,0.9394,0.1022,0.5362,0.1944,1.7722,0.3364,0.4014,0.6736,1.075,0.5616,0.7907,0.6555,0,0.8559,0.9723,3.2744,0.878,7.2502,0.5082,"0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","2","171","109",5.7,3.6,"5483",0.001890668939,0.213380370383
"36",NEW YORK,NY,"36087",Rockland,"36087013200","Census Tract 132, Rockland County, New York",0.603536885708,"3517","29","1312","152","1163","136","127","99","65","39","47745","9085","85","53","647","140","464","192","434","139","83",70.9,"1437",225.9,"104",74.9,"214",67.4,"0","12","33",36.6,"93","71","686","119",4.5,3.5,3.3,2,47745,9085,3.8,2.5,18.4,3.9,13.2,5.5,12.3,4,7.1,6,40.9,6.4,3,2.2,16.3,4.8,0,2.4,2.8,3.1,8,5.7,19.5,3.4,0.1416,0.232,0.1294,0.1545,0.6575,0.0923,0.6876,0.0795,0.479,0.4396,1.6857,0.2841,0.6113,0.6611,1.2724,0.6703,0.7533,0,0.6159,0.6479,0.9694,2.9865,0.7847,6.6021,0.4055,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","128","60",3.6,1.7,"3523",0.0004633125715,0.101353987396
"36",NEW YORK,NY,"36119",Westchester,"36119000801","Census Tract 8.01, Westchester County, New York",0.446801481522,"6287","694","2484","56","2336","117","974","736","358","353","36185","5793","581","244","1140","145","1342","368","461","132","71",62.6,"3466",845.5,"221",164,"956",180.9,"0","17","0",24,"415","158","0","17",15.5,10.6,10.7,9.6,36185,5793,13.2,5.4,18.1,3.3,21.3,5.4,7.3,2.3,3,2.7,55.1,12,3.7,2.7,38.5,7.2,0,1.3,0,1,17.8,6.8,0,0.3,0.6194,0.8673,0.29,0.6229,2.3996,0.6367,0.6718,0.4258,0.1245,0.1191,1.3412,0.125,0.7156,0.7029,1.4185,0.7461,0.9111,0,0,0.8656,0,1.7767,0.274,6.936,0.4572,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","302","238",4.8,3.8,"4196",0.000123081546,0.0529862819092
"36",NEW YORK,NY,"36119",Westchester,"36119001102","Census Tract 11.02, Westchester County, New York",0.287704291402,"5372","502","2059","64","1910","93","1480","578","184","103","19474","2892","637","217","477","141","1441","318","473","148","302",113.3,"4249",549.3,"483",187.5,"558",129,"0","17","82",65.3,"610","153","0","17",27.6,9.7,7.5,3.9,19474,2892,19.3,5.9,8.9,2.9,26.8,5.4,8.8,2.7,15.8,5.9,79.1,7.1,9.7,3.7,27.1,6.2,0,1.6,4.3,3.4,31.9,8,0,0.3,0.8583,0.7121,0.8218,0.785,3.1772,0.8507,0.1487,0.7858,0.2189,0.86,2.0134,0.4963,0.8466,0.8656,1.7122,0.89,0.8552,0,0.743,0.9442,0,2.5424,0.5975,9.4452,0.8156,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","451","209",8.4,3.7,"2906",7.92396995e-05,0.0432181153951
"36",NEW YORK,NY,"36119",Westchester,"36119001502","Census Tract 15.02, Westchester County, New York",0.167584870386,"3133","326","1421","48","1336","72","228","155","120","72","39664","5204","367","137","678","149","417","158","401","105","63",61.7,"721",466,"122",103.4,"535",101.7,"0","12","39",50.4,"253","92","0","12",7.3,4.9,6.1,3.5,39664,5204,14.8,5.3,21.6,4.9,13.3,4.8,12.8,3.8,4.7,4.6,23,14.7,4,3.4,37.6,7,0,2.3,2.9,3.8,18.9,7,0,0.4,0.2856,0.5882,0.2245,0.6751,1.7734,0.4438,0.8325,0.081,0.5154,0.2415,1.6704,0.2759,0.4167,0.7182,1.1349,0.5946,0.9078,0,0.627,0.8763,0,2.4111,0.5381,6.9898,0.4662,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","163","84",5.2,2.7,"1542",4.53822845e-05,0.0305286779502
"36",NEW YORK,NY,"36119",Westchester,"36119002101","Census Tract 21.01, Westchester County, New York",0.424161232446,"3899","282","1623","49","1583","59","198","99","30","46","39752","3195","347","123","1036","165","559","104","559","186","37",33.2,"1524",380.9,"287",131.9,"794",101.7,"0","12","34",37.1,"153","90","0","12",5.1,2.6,1.4,2.2,39752,3195,11.5,3.9,26.6,4.1,14.3,2.5,14.4,4.5,2.3,2.1,39.1,9.4,7.8,3.5,48.9,6.1,0,2,2.1,2.3,9.7,5.6,0,0.3,0.1728,0.0412,0.223,0.5591,0.9961,0.1937,0.9354,0.098,0.6224,0.0797,1.7355,0.3136,0.5954,0.8327,1.4281,0.751,0.9409,0,0.5281,0.7116,0,2.1806,0.4362,6.3403,0.3637,"0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","2","177","129",4.5,3.3,"3009",0.0001192282345,0.0667472629259
"36",NEW YORK,NY,"36119",Westchester,"36119002104","Census Tract 21.04, Westchester County, New York",0.504520255604,"5138","510","2230","49","2132","111","366","298","115","102","54750","10199","368","149","1194","114","1041","326","558","178","208",141.4,"2448",614.6,"112",98.2,"1312",134.1,"0","17","88",86.7,"223","110","0","17",7.1,5.7,4.4,4,54750,10199,9.5,3.7,23.2,3.4,20.3,6,10.9,3.8,9.8,6.6,47.6,11,2.4,2.1,58.8,5.9,0,1.4,4.1,4.1,10.5,5.1,0,0.3,0.275,0.3816,0.0819,0.4696,1.2081,0.2612,0.8783,0.3558,0.3749,0.6267,2.2357,0.6487,0.6644,0.615,1.2794,0.6739,0.9584,0,0.73,0.7361,0,2.4245,0.544,7.1477,0.4919,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","156","96",3,1.9,"4260",0.000136617356,0.0682165979141
"36",NEW YORK,NY,"36119",Westchester,"36119002106","Census Tract 21.06, Westchester County, New York",0.125712108486,"2619","220","1035","43","1005","55","302","133","54","40","33521","4344","145","52","259","74","528","148","229","61","100",47.4,"2200",244.2,"131",67.7,"134",58.1,"0","12","134",59,"180","59","0","12",11.6,5.1,3.7,2.7,33521,4344,8,2.8,9.9,3,20.2,5.4,8.7,2.6,10,4.7,84,6.1,5.6,2.8,12.9,5.6,0,3.1,13.3,5.8,17.9,5.9,0,0.5,0.4818,0.2862,0.3505,0.3945,1.513,0.3588,0.194,0.3488,0.2121,0.6382,1.3931,0.1438,0.8735,0.779,1.6525,0.8617,0.7012,0,0.9477,0.8668,0,2.5157,0.5858,7.0743,0.4805,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","279","119",10.7,4.2,"930",3.7312221e-05,0.0281110682965
"36",NEW YORK,NY,"36119",Westchester,"36119002107","Census Tract 21.07, Westchester County, New York",0.210760726536,"1659","124","587","19","567","30","143","101","32","26","37563","5660","131","55","251","33","341","94","142","53","40",35,"923",208,"78",64.7,"27",26,"0","12","69",43.1,"67","42","51","20",8.9,6.2,3.6,3,37563,5660,11.8,5.1,15.1,1.9,20.6,5.5,8.6,3.4,7.1,6.2,55.6,11.8,4.8,3.9,4.6,4.4,0,5.4,12.2,7.6,11.8,7.3,3.1,1.2,0.3642,0.2724,0.2621,0.5711,1.4698,0.3451,0.4887,0.3759,0.2054,0.4396,1.5096,0.1932,0.7186,0.7525,1.4711,0.7736,0.4985,0,0.939,0.771,0.8468,3.0553,0.8078,7.5058,0.5487,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","68","71",4.1,4.3,"1337",6.21396495e-05,0.0356439755299
"36",NEW YORK,NY,"36119",Westchester,"36119002202","Census Tract 22.02, Westchester County, New York",0.480878844042,"4867","415","2492","51","2297","142","170","97","268","145","72928","9254","180","106","1419","216","725","150","485","173","0",17,"1305",551.4,"216",133.7,"1558",159.7,"0","12","18",32.3,"417","142","0","12",3.5,2,10,5,72928,9254,4.6,2.6,29.2,4.3,14.9,2.8,10,3.3,0,0.7,26.8,11.1,4.8,2.9,62.5,6.3,0,1.3,0.8,1.4,18.2,5.8,0,0.2,0.0925,0.8445,0.0297,0.2016,1.1683,0.248,0.9567,0.1111,0.3065,0,1.3743,0.1366,0.4648,0.7525,1.2173,0.6397,0.964,0,0.2952,0.8698,0,2.129,0.4136,5.8889,0.2941,"0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","2","266","173",5.5,3.5,"2294",0.0001331049475,0.0489139257946
"36",NEW YORK,NY,"36119",Westchester,"36119002401","Census Tract 24.01, Westchester County, New York",0.134595929404,"1715","212","823","34","807","41","161","98","34","26","40542","5985","114","47","405","76","263","85","174","72","58",33.5,"743",286,"48",55.5,"433",69.1,"0","12","13",13.5,"154","56","7","3",9.4,5.5,3.6,2.7,40542,5985,8.8,3.6,23.6,5.4,15.3,4.6,10.1,4,7.2,4.1,43.3,15.8,2.9,3.3,52.6,8.1,0,3.9,1.6,1.7,19.1,6.8,0.4,0.2,0.3878,0.2724,0.2107,0.4364,1.3073,0.2933,0.8875,0.1219,0.3138,0.4476,1.7708,0.3356,0.6312,0.6546,1.2858,0.6774,0.9484,0,0.4495,0.8779,0.5476,2.8234,0.721,7.1873,0.4981,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","71","48",4.1,2.9,"547",3.677751e-05,0.0318768186767
