ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape_STAr,Shape_STLe
"34",NEW JERSEY,NJ,"34013",Essex,"34013980100","Census Tract 9801, Essex County, New Jersey",0.563971855462,"2619","281","0","12","0","12","0","12","0","12","-999","-999","599","116","110","64","0","12","0","12","0",17,"2181",307.1,"20",50.8,"0",17,"0","12","0",17,"0","12","2619","281",-999,-999,-999,-999,-999,-999,23.8,3.6,4.2,2.5,0,0.5,-999,-999,0,-999,83.3,7.6,0.8,1.9,0,-999,-999,-999,0,-999,-999,-999,100,0,-999,-999,-999,0.8593,-999,-999,0.0241,0,-999,0,-999,-999,0.8691,0.3889,1.258,0.6626,0,-999,0,-999,0.9975,-999,-999,-999,-999,"-999","-999","-999","0","-999","0","0","-999","0","-999","0","0","0","0","-999","0","-999","1","-999","-999","0","12",-999,-999,"2948",0.0001557676675,0.0702823748727
"34",NEW JERSEY,NJ,"34013",Essex,"34013980200","Census Tract 9802, Essex County, New Jersey",6.2836741421,"1466","354","0","12","0","12","0","12","0","12","2418","2289","404","209","10","14","0","12","0","12","0",17,"1247",360.1,"16",48.2,"0",17,"0","12","0",17,"0","12","1466","354",-999,-999,-999,-999,2418,2289,31.1,10.1,0.7,1,0,0.8,-999,-999,0,-999,85.1,13.5,1.1,3.3,0,-999,-999,-999,0,-999,-999,-999,100,0,-999,-999,0.9994,0.9312,-999,-999,0.0062,0,-999,0,-999,-999,0.8795,0.4516,1.3311,0.7005,0,-999,0,-999,0.9975,-999,-999,-999,-999,"-999","-999","1","1","-999","0","0","-999","0","-999","0","0","0","0","-999","0","-999","1","-999","-999","0","12",-999,-999,"34767",0.002054368616,0.229440859037
"34",NEW JERSEY,NJ,"34017",Hudson,"34017980100","Census Tract 9801, Hudson County, New Jersey",1.13996808551,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"2919",0.000336253332809,0.0898743551344
"34",NEW JERSEY,NJ,"34031",Passaic,"34031223900","Census Tract 2239, Passaic County, New Jersey",0.332645791998,"234","152","0","12","0","12","104","31","10","14","12540","4681","101","84","27","41","0","12","187","158","0",17,"57",217.8,"0",48,"0",17,"0","12","0",17,"0","12","234","152",44.4,35.3,38.5,61.5,12540,4681,45.7,18.9,11.5,19.1,0,5.1,79.9,19.8,0,-999,24.4,91.7,0,20.5,0,-999,-999,-999,0,-999,-999,-999,100,0,0.971,0.9993,0.9695,0.9843,3.9241,0.9983,0.2771,0,0.9999,0,1.277,0.105,0.4352,0,0.4352,0.1977,0,-999,0,-999,0.9975,-999,-999,-999,-999,"1","1","1","1","4","0","0","1","0","1","0","0","0","0","-999","0","-999","1","-999","-999","23","23",9.8,12.8,"279",9.53631825e-05,0.0520573384535
"36",NEW YORK,NY,"36005",Bronx,"36005000100","Census Tract 1, Bronx County, New York",0.64757413542,"7080","290","0","17","0","17","0","17","0","17","2247","460","3062","264","51","44","171","89","0","17","0",24,"6542",331.2,"498",127,"0",24,"0","17","0",24,"0","17","7080","290",-999,-999,-999,-999,2247,460,56.5,4,0.7,0.6,2.4,1.3,-999,-999,0,-999,92.4,2.7,7,1.8,0,-999,-999,-999,0,-999,-999,-999,100,0,-999,-999,0.9994,0.9965,-999,-999,0.0062,0.0104,-999,0,-999,-999,0.9243,0.816,1.7403,0.9034,0,-999,0,-999,0.9975,-999,-999,-999,-999,"-999","-999","1","1","-999","0","0","-999","0","-999","1","0","1","0","-999","0","-999","1","-999","-999","0","17",-999,-999,"15770",0.0002882061855,0.0772459898211
"36",NEW YORK,NY,"36005",Bronx,"36005011000","Census Tract 110, Bronx County, New York",0.798959710294,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"392",0.0002695857145,0.0866280408438
"36",NEW YORK,NY,"36005",Bronx,"36005016300","Census Tract 163, Bronx County, New York",0.226261949632,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"765",6.23892625e-05,0.0376291568947
"36",NEW YORK,NY,"36005",Bronx,"36005017100","Census Tract 171, Bronx County, New York",0.067409162078,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"211",1.8831368e-05,0.0186393591035
"36",NEW YORK,NY,"36005",Bronx,"36005024900","Census Tract 249, Bronx County, New York",0.067076728256,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"5077",1.85681245e-05,0.0207271701945
"36",NEW YORK,NY,"36005",Bronx,"36005031900","Census Tract 319, Bronx County, New York",0.08230536334,"636","196","0","12","0","12","50","84","42","30","6701","6567","0","12","58","107","6","11","40","27","0",17,"302",232.5,"1",46.5,"0",17,"0","12","0",17,"0","12","636","196",71.4,38.7,16.9,10.6,6701,6567,0,34.8,9.1,15.3,0.9,1.7,6.3,4.5,0,-999,47.5,33.5,0.2,7.3,0,-999,-999,-999,0,-999,-999,-999,100,0,0.9979,0.9653,0.9961,0,2.9593,0.7951,0.1573,0.006,0.0769,0,0.2402,0.0082,0.6636,0.2009,0.8645,0.4335,0,-999,0,-999,0.9975,-999,-999,-999,-999,"1","1","1","0","3","0","0","0","0","0","0","0","0","0","-999","0","-999","1","-999","-999","41","26",6.4,4.1,"2009",4.5548416311e-05,0.0390789460014
"36",NEW YORK,NY,"36047",Kings,"36047001800","Census Tract 18, Kings County, New York",0.77999167734,"1959","1194","0","12","0","12","0","12","0","12","23296","34788","691","405","16","30","0","12","0","12","0",17,"1683",1213.2,"260",124,"0",17,"0","12","0",17,"0","12","1959","1194",-999,-999,-999,-999,23296,34788,38.4,7.7,0.8,1.1,0,0.6,-999,-999,0,-999,85.9,33.1,13.3,10.3,0,-999,-999,-999,0,-999,-999,-999,100,0,-999,-999,0.6941,0.9651,-999,-999,0.0066,0,-999,0,-999,-999,0.8843,0.9075,1.7918,0.9273,0,-999,0,-999,0.9975,-999,-999,-999,-999,"-999","-999","0","1","-999","0","0","-999","0","-999","0","1","1","0","-999","0","-999","1","-999","-999","0","12",-999,-999,"12906",0.000342528546213,0.116716868324
"36",NEW YORK,NY,"36047",Kings,"36047008600","Census Tract 86, Kings County, New York",0.043839179386,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"474",1.2090123e-05,0.0151529779464
"36",NEW YORK,NY,"36047",Kings,"36047015400","Census Tract 154, Kings County, New York",0.35634897988,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"118",0.000115440633155,0.0534336508507
"36",NEW YORK,NY,"36047",Kings,"36047017500","Census Tract 175, Kings County, New York",0.757299304494,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"536",0.000208849868,0.0598483150877
"36",NEW YORK,NY,"36047",Kings,"36047017700","Census Tract 177, Kings County, New York",0.893070142284,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"1121",0.0002713962035,0.0736635226779
"36",NEW YORK,NY,"36047",Kings,"36047040700","Census Tract 407, Kings County, New York",0.194917417068,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"39",5.211398e-05,0.0319277484426
"36",NEW YORK,NY,"36047",Kings,"36047066600","Census Tract 666, Kings County, New York",1.56271657074,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"2181",0.0010502405115,0.185596543921
"36",NEW YORK,NY,"36047",Kings,"36047070203","Census Tract 702.03, Kings County, New York",1.08655782365,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"0",0.002366631212,0.189197251576
"36",NEW YORK,NY,"36047",Kings,"36047085200","Census Tract 852, Kings County, New York",0.15278442242,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"89",4.27920255e-05,0.0285627403859
"36",NEW YORK,NY,"36047",Kings,"36047096000","Census Tract 960, Kings County, New York",0.163663618474,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"2100",4.56240335e-05,0.0348408236884
"36",NEW YORK,NY,"36047",Kings,"36047118000","Census Tract 1180, Kings County, New York",0.29019619371,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"792",7.91497845e-05,0.052156471653
"36",NEW YORK,NY,"36047",Kings,"36047990100","Census Tract 9901, Kings County, New York",0,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"0",2.4336931135e-05,0.0203064476346
"36",NEW YORK,NY,"36061",New York,"36061000100","Census Tract 1, New York County, New York",0.029982364708,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"373",4.31180785e-05,0.0313356594028
"36",NEW YORK,NY,"36061",New York,"36061000500","Census Tract 5, New York County, New York",0.325838427636,"0","12","41","66","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"41",67.1,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,100,29.5,0,46.3,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"100",9.803108949e-05,0.0626376029165
"36",NEW YORK,NY,"36061",New York,"36061008602","Census Tract 86.02, New York County, New York",0.041217546806,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"580",4.54170565e-05,0.0304862659239
"36",NEW YORK,NY,"36061",New York,"36061014300","Census Tract 143, New York County, New York",1.15527896032,"3","7","0","12","0","12","1","3","0","12","-999","-999","0","12","0","12","1","3","1","3","0",17,"3",13.9,"0",48,"0",17,"0","12","0",17,"0","12","3","7",50,50,-999,-999,-999,-999,0,100,0,100,33.3,63,33.3,66.7,0,-999,100,400.3,0,2400,0,-999,-999,-999,0,-999,-999,-999,100,0,0.9836,-999,-999,0,-999,-999,0,0.9591,0.9954,0,1.9545,0.4524,0.9967,0,0.9967,0.5191,0,-999,0,-999,0.9975,-999,-999,-999,-999,"1","-999","-999","0","-999","0","1","1","0","2","1","0","1","0","-999","0","-999","1","-999","-999","0","12",0,100,"4470",0.0003796020505,0.0995181107387
"36",NEW YORK,NY,"36061",New York,"36061024000","Census Tract 240, New York County, New York",0.843220899166,"1862","418","0","12","0","12","1183","363","133","121","5601","1098","891","284","184","83","14","21","584","240","0",17,"1508",447.6,"67",59.6,"0",17,"0","12","0",17,"0","12","1862","418",86,7.1,34.2,25,5601,1098,51,8.9,9.9,4.8,0.8,1.1,42,11.4,0,-999,81,15.7,3.6,3.1,0,-999,-999,-999,0,-999,-999,-999,100,0,0.9994,0.9985,0.9968,0.9918,3.9865,1,0.194,0.0057,0.9989,0,1.1986,0.0859,0.8567,0.6979,1.5546,0.8151,0,-999,0,-999,0.9975,-999,-999,-999,-999,"1","1","1","1","4","0","0","1","0","1","0","0","0","0","-999","0","-999","1","-999","-999","152","84",10.9,5.5,"3538",0.0003223239155,0.0797071476848
"36",NEW YORK,NY,"36061",New York,"36061029700","Census Tract 297, New York County, New York",0.366070256036,"20","18","0","12","0","12","0","12","0","12","-999","-999","18","20","0","12","0","12","0","12","0",17,"20",21.6,"4",47,"0",17,"0","12","0",17,"0","12","20","18",-999,-999,-999,-999,-999,-999,90,34.7,0,66.3,0,60,-999,-999,0,-999,100,59.7,20,234.3,0,-999,-999,-999,0,-999,-999,-999,100,0,-999,-999,-999,1,-999,-999,0,0,-999,0,-999,-999,0.9967,0.9541,1.9508,0.9912,0,-999,0,-999,0.9975,-999,-999,-999,-999,"-999","-999","-999","1","-999","0","0","-999","0","-999","1","1","2","0","-999","0","-999","1","-999","-999","0","12",-999,-999,"587",0.000206148936848,0.0682664904858
"36",NEW YORK,NY,"36061",New York,"36061031100","Census Tract 311, New York County, New York",0.282153302948,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"543",0.0001118989085,0.0827806433071
"36",NEW YORK,NY,"36061",New York,"36061031900","Census Tract 319, New York County, New York",0.038522940948,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"676",1.2141410163e-05,0.0148019275761
"36",NEW YORK,NY,"36081",Queens,"36081003700","Census Tract 37, Queens County, New York",0.149278230158,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"592",4.2536225e-05,0.0491894769202
"36",NEW YORK,NY,"36081",Queens,"36081009900","Census Tract 99, Queens County, New York",0.096223568236,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"51",2.6236931e-05,0.027294879156
"36",NEW YORK,NY,"36081",Queens,"36081010701","Census Tract 107.01, Queens County, New York",0.618057023622,"0","12","0","12","0","12","0","12","0","12","-999","-999","0","12","0","12","0","12","0","12","0",17,"0",17,"0",48,"0",17,"0","12","0",17,"0","12","0","12",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","12",-999,-999,"1487",0.000315413581,0.0823382377017
