id,duration
25025981700,768.0
08031006804,640.0
09001074400,3584.0
25005644200,256.0
08031006809,256.0
20041084100,640.0
42077005301,640.0
47009011200,256.0
44007002000,896.0
09001050200,549.0
34017000200,24.0
09001080700,1281.0
36061008602,1152.0
36095740800,1408.0
08059980000,128.0
36061019000,384.0
06065043822,640.0
06037272301,1024.0
08031015400,1152.0
36081080301,640.0
09009142200,512.0
06037462202,384.0
10003012700,128.0
17027900602,256.0
36025970800,256.0
25017315401,768.0
25017315402,1024.0
36005050400,3561.0
09003430201,1664.0
20061000700,896.0
36005005002,2.0
08109977600,256.0
42077005302,256.0
21015070604,256.0
21015070606,256.0
36071014202,256.0
42101036700,1.0
20193953100,384.0
21117064900,768.0
36047036001,512.0
47093004404,1024.0
47093004403,1280.0
25027749100,1408.0
25015821602,256.0
25015821601,8.0
09009184600,1792.0
09007610100,1408.0
09011693500,256.0
42077001502,256.0
42077001402,896.0
09001061400,1369.0
34015500205,640.0
25013810100,1280.0
42069112100,384.0
06037207900,640.0
36081018800,256.0
08059009849,1920.0
36027220700,640.0
08059009845,1280.0
08059009843,1280.0
24025302400,384.0
36081005900,128.0
25017353600,1750.0
09001022000,640.0
36081055900,256.0
24510110200,640.0
25011040900,1547.0
36103147804,999.0
25013813000,1792.0
50017959000,601.0
24025301402,512.0
25017354900,2944.0
36081012602,512.0
24003751200,384.0
29095014004,512.0
36005008500,640.0
06037463900,1536.0
25027740200,587.0
36119001502,512.0
06037195600,1664.0
25017374500,2048.0
44007011500,1280.0
36081018600,384.0
24003740702,256.0
06037601401,256.0
20063955100,896.0
39013012400,384.0
36047016500,512.0
44005040302,512.0
36047077000,512.0
42025020200,256.0
44009050902,256.0
10003010702,256.0
44009050901,2048.0
36047008500,1.0
08013013601,1792.0
36061011203,2816.0
36061011202,1936.0
08059012033,256.0
08059012032,1536.0
42125755100,256.0
25027758101,2560.0
39061001600,640.0
33011001900,0.0
34017014800,675.0
36047048000,512.0
25017388100,870.0
25025140300,1536.0
21015070301,384.0
25005645103,256.0
25005645102,2432.0
24033804300,128.0
36061017700,1024.0
08005005700,384.0
25017350800,3379.0
39089758300,256.0
25009253100,384.0
29027070200,1536.0
36081048900,6.0
09011693300,2048.0
36061021600,2176.0
36001014201,256.0
21111010319,384.0
17191954900,512.0
25017384002,384.0
34003046100,128.0
25013812401,256.0
36081031700,256.0
36081090700,2688.0
06065043813,896.0
08031006812,256.0
36119011000,384.0
36061000600,2449.0
34017007700,3156.0
39119911300,640.0
36081071900,128.0
36061023600,384.0
06037211000,384.0
36047027300,278.0
20195955800,1536.0
36061029700,228.0
36047043300,1280.0
34035052904,256.0
44007002102,364.0
36081006202,128.0
25023510700,128.0
36047017100,640.0
42127960100,256.0
36119006600,1.0
36081043900,3285.0
36005001900,2432.0
42069111400,256.0
25025091001,131.0
39061005000,256.0
36047079602,128.0
08047013800,3584.0
06037143300,39.0
36061023300,1024.0
08005081000,3200.0
09005362101,914.0
09007590100,512.0
09009142300,384.0
08001009308,256.0
36061018400,384.0
06037269800,384.0
36081029900,128.0
42101009000,205.0
36085032300,93.0
42041011801,896.0
36047041300,128.0
34003036100,384.0
09009171700,512.0
36005005100,896.0
36083052502,384.0
23019028000,512.0
09011690800,1792.0
36059406202,128.0
06037540700,1024.0
42057960200,1280.0
36061020600,128.0
25027737100,1408.0
29189218012,256.0
36081026300,119.0
36061016800,256.0
09009184700,2816.0
44001030300,384.0
25015821904,896.0
24015030506,128.0
09001061500,1536.0
36001014607,384.0
06037504102,256.0
06037700802,256.0
06037700801,1152.0
25027761300,384.0
08031000201,1408.0
36047004500,2048.0
36047040300,512.0
42003519000,256.0
39059978000,256.0
36005035600,2176.0
36081003300,877.0
23019007200,256.0
09003524100,384.0
36071013100,3584.0
09001061600,1280.0
18123952200,512.0
09001020500,640.0
36059304100,128.0
36119010500,128.0
44007014200,896.0
08013012701,640.0
06037532302,384.0
36061015500,1536.0
06037532304,384.0
36047029300,640.0
42101989100,163.0
25013810602,640.0
06037208801,640.0
25025010500,512.0
06065042206,384.0
44007000500,1536.0
34003033200,512.0
09009150900,1408.0
